query_id,difficulty,positive_count,B0_metadata_only__hit_at_10,B1_bm25_only__hit_at_10,B2_vector_only__hit_at_10,B3_vector_postfilter__hit_at_10,B4_prefilter_vector__hit_at_10,B5_hybrid__hit_at_10,B0_metadata_only__latency_ms,B1_bm25_only__latency_ms,B2_vector_only__latency_ms,B3_vector_postfilter__latency_ms,B4_prefilter_vector__latency_ms,B5_hybrid__latency_ms,B0_metadata_only__mrr,B1_bm25_only__mrr,B2_vector_only__mrr,B3_vector_postfilter__mrr,B4_prefilter_vector__mrr,B5_hybrid__mrr,B0_metadata_only__ndcg_at_10,B1_bm25_only__ndcg_at_10,B2_vector_only__ndcg_at_10,B3_vector_postfilter__ndcg_at_10,B4_prefilter_vector__ndcg_at_10,B5_hybrid__ndcg_at_10,B0_metadata_only__recall_at_1,B1_bm25_only__recall_at_1,B2_vector_only__recall_at_1,B3_vector_postfilter__recall_at_1,B4_prefilter_vector__recall_at_1,B5_hybrid__recall_at_1,B0_metadata_only__recall_at_10,B1_bm25_only__recall_at_10,B2_vector_only__recall_at_10,B3_vector_postfilter__recall_at_10,B4_prefilter_vector__recall_at_10,B5_hybrid__recall_at_10,B0_metadata_only__recall_at_20,B1_bm25_only__recall_at_20,B2_vector_only__recall_at_20,B3_vector_postfilter__recall_at_20,B4_prefilter_vector__recall_at_20,B5_hybrid__recall_at_20,B0_metadata_only__recall_at_5,B1_bm25_only__recall_at_5,B2_vector_only__recall_at_5,B3_vector_postfilter__recall_at_5,B4_prefilter_vector__recall_at_5,B5_hybrid__recall_at_5,b4_minus_b2__recall_at_10,b4_minus_b2__recall_at_20,b4_minus_b2__mrr,b4_minus_b2__ndcg_at_10,b4_minus_b2__hit_at_10,b4_minus_b2__latency_ms,b4_minus_b3__recall_at_10,b4_minus_b3__recall_at_20,b4_minus_b3__mrr,b4_minus_b3__ndcg_at_10,b4_minus_b3__hit_at_10,b4_minus_b3__latency_ms,b5_minus_b4__recall_at_10,b5_minus_b4__recall_at_20,b5_minus_b4__mrr,b5_minus_b4__ndcg_at_10,b5_minus_b4__hit_at_10,b5_minus_b4__latency_ms,b1_minus_b2__recall_at_10,b1_minus_b2__recall_at_20,b1_minus_b2__mrr,b1_minus_b2__ndcg_at_10,b1_minus_b2__hit_at_10,b1_minus_b2__latency_ms,b2_minus_b1__recall_at_10,b2_minus_b1__recall_at_20,b2_minus_b1__mrr,b2_minus_b1__ndcg_at_10,b2_minus_b1__hit_at_10,b2_minus_b1__latency_ms,query_text,metadata_filter_text,semantic_filter_text,qrel_filter_text
vru:medium:0097,medium,12,0.0,1.0,1.0,1.0,1.0,1.0,0.14242762699723244,127.48325569555163,120.54447922855616,4.8752641305327415,106.39064107090235,234.35372905805707,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,-14.153838157653809,0.0,0.0,0.0,0.0,0.0,101.5153769403696,0.0,0.0,0.0,0.0,0.0,127.96308798715472,0.0,0.0,0.0,0.0,0.0,6.938776466995478,0.0,0.0,0.0,0.0,0.0,-6.938776466995478,Find urban videos where the accident type is motorbike hits cyclist.,"{""location"": ""urban""}","{""accident_type"": ""motorbike hits cyclist""}","{""accident_type"": ""motorbike hits cyclist"", ""location"": ""urban""}"
vru:medium:0098,medium,11,0.0,1.0,1.0,1.0,1.0,1.0,0.01940503716468811,127.59234523400664,121.69990409165621,4.93223499506712,14.638484921306372,141.43712632358074,0.058823529411764705,0.16666666666666666,0.2,1.0,1.0,1.0,0.0,0.07839826897867533,0.085143117641621,1.0,1.0,1.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.2727272727272727,0.18181818181818182,0.18181818181818182,1.0,1.0,1.0,0.0,0.0,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8181818181818181,0.8181818181818181,0.8,0.914856882358379,0.0,-107.06141917034984,0.0,0.0,0.0,0.0,0.0,9.706249926239252,0.0,0.0,0.0,0.0,0.0,126.79864140227437,0.0,0.0,-0.033333333333333354,-0.006744848662945668,0.0,5.892441142350435,0.0,0.0,0.033333333333333354,0.006744848662945668,0.0,-5.892441142350435,Find rural videos where the accident type is car hits cyclist.,"{""location"": ""rural""}","{""accident_type"": ""car hits cyclist""}","{""accident_type"": ""car hits cyclist"", ""location"": ""rural""}"
vru:medium:0099,medium,11,0.0,1.0,1.0,1.0,1.0,1.0,0.12443028390407562,129.6302741393447,120.8898751065135,4.961946979165077,107.28514427319169,237.11479408666492,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8268133666517739,0.8268133666517739,1.0,1.0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.7272727272727273,0.7272727272727273,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.36363636363636365,0.36363636363636365,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.18181818181818177,0.0,0.0,0.17318663334822615,0.0,-13.60473083332181,0.0,0.0,0.0,0.0,0.0,102.32319729402661,0.0,0.0,0.0,0.0,0.0,129.82964981347322,0.0,0.0,0.0,0.0,0.0,8.740399032831192,0.0,0.0,0.0,0.0,0.0,-8.740399032831192,Find urban videos where the accident type is pedestrian falls down.,"{""location"": ""urban""}","{""accident_type"": ""pedestrian falls down""}","{""accident_type"": ""pedestrian falls down"", ""location"": ""urban""}"
vru:medium:0100,medium,8,0.0,1.0,1.0,1.0,1.0,1.0,0.02161320298910141,130.17370272427797,122.0214469358325,5.011305212974548,19.676932133734226,143.88818014413118,0.03571428571428571,0.25,0.25,1.0,1.0,1.0,0.0,0.2721533397140335,0.2721533397140335,1.0,1.0,1.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.375,0.375,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.125,0.125,0.625,0.625,0.625,0.625,0.5,0.75,0.7278466602859666,0.0,-102.34451480209827,0.0,0.0,0.0,0.0,0.0,14.665626920759678,0.0,0.0,0.0,0.0,0.0,124.21124801039696,0.0,0.0,0.0,0.0,0.0,8.152255788445473,0.0,0.0,0.0,0.0,0.0,-8.152255788445473,Find rural videos where the accident type is ego-car hits a pedestrian.,"{""location"": ""rural""}","{""accident_type"": ""ego-car hits a pedestrian""}","{""accident_type"": ""ego-car hits a pedestrian"", ""location"": ""rural""}"
vru:medium:0101,medium,8,0.0,1.0,1.0,1.0,1.0,1.0,0.13949908316135406,129.83030872419477,120.70239800959826,4.973896779119968,107.70964808762074,238.08983294293284,0.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,0.5590822660711313,0.7030667495199947,1.0,1.0,0.978291746082223,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.75,0.875,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.375,0.625,0.625,0.5,0.125,0.0,0.5,0.2969332504800053,0.0,-12.99274992197752,0.0,0.0,0.0,0.0,0.0,102.73575130850077,0.0,0.0,0.0,-0.021708253917776976,0.0,130.3801848553121,-0.125,0.0,-0.16666666666666669,-0.1439844834488634,0.0,9.12791071459651,0.125,0.0,0.16666666666666669,0.1439844834488634,0.0,-9.12791071459651,Find urban videos where the accident type is truck hits pedestrian.,"{""location"": ""urban""}","{""accident_type"": ""truck hits pedestrian""}","{""accident_type"": ""truck hits pedestrian"", ""location"": ""urban""}"
vru:medium:0102,medium,7,0.0,1.0,1.0,1.0,1.0,1.0,0.021150801330804825,129.16718609631062,119.48332004249096,4.850341007113457,14.213460963219404,145.4809857532382,0.047619047619047616,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.0,0.330488675981495,0.330488675981495,1.0,1.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,0.0,0.5714285714285714,0.5714285714285714,1.0,1.0,1.0,0.0,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.4285714285714286,0.6666666666666667,0.669511324018505,0.0,-105.26985907927155,0.0,0.0,0.0,0.0,0.0,9.363119956105947,0.0,0.0,0.0,0.0,0.0,131.2675247900188,0.0,0.0,0.0,0.0,0.0,9.683866053819656,0.0,0.0,0.0,0.0,0.0,-9.683866053819656,Find rural videos where the accident type is cyclist falls down.,"{""location"": ""rural""}","{""accident_type"": ""cyclist falls down""}","{""accident_type"": ""cyclist falls down"", ""location"": ""rural""}"
vru:medium:0103,medium,7,0.0,1.0,1.0,1.0,1.0,1.0,0.1298561692237854,133.0940700136125,123.92806680873036,4.990613088011742,109.3290513381362,240.74772093445063,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9888009031441519,0.9888009031441519,1.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.011199096855848079,0.0,-14.599015470594168,0.0,0.0,0.0,0.0,0.0,104.33843825012445,0.0,0.0,0.0,0.0,0.0,131.41866959631443,0.0,0.0,0.0,0.0,0.0,9.166003204882145,0.0,0.0,0.0,0.0,0.0,-9.166003204882145,Find urban videos where the accident type is cyclist hits cyclist.,"{""location"": ""urban""}","{""accident_type"": ""cyclist hits cyclist""}","{""accident_type"": ""cyclist hits cyclist"", ""location"": ""urban""}"
vru:medium:0104,medium,6,1.0,0.0,0.0,1.0,1.0,1.0,0.003335997462272644,133.61157895997167,122.53684317693114,4.9145459197461605,1.3464400544762611,129.23355121165514,1.0,0.09090909090909091,0.09090909090909091,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.6666666666666667,0.9090909090909091,1.0,1.0,-121.19040312245488,0.0,0.0,0.0,0.0,0.0,-3.5681058652698994,0.0,0.0,0.0,0.0,0.0,127.88711115717888,0.0,0.0,0.0,0.0,0.0,11.074735783040524,0.0,0.0,0.0,0.0,0.0,-11.074735783040524,Find suburban videos where the accident type is ego-car hits a crossing pedestrian.,"{""location"": ""suburban""}","{""accident_type"": ""ego-car hits a crossing pedestrian""}","{""accident_type"": ""ego-car hits a crossing pedestrian"", ""location"": ""suburban""}"
vru:medium:0105,medium,6,0.0,1.0,1.0,1.0,1.0,1.0,0.12333225458860397,132.0371376350522,121.64151389151812,5.018311552703381,108.60309796407819,238.6352331377566,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,-13.038415927439928,0.0,0.0,0.0,0.0,0.0,103.58478641137481,0.0,0.0,0.0,0.0,0.0,130.0321351736784,0.0,0.0,0.0,0.0,0.0,10.395623743534088,0.0,0.0,0.0,0.0,0.0,-10.395623743534088,Find urban videos where the accident type is ego-car hits or nearmiss a crossing pedestrian.,"{""location"": ""urban""}","{""accident_type"": ""ego-car hits or nearmiss a crossing pedestrian""}","{""accident_type"": ""ego-car hits or nearmiss a crossing pedestrian"", ""location"": ""urban""}"
vru:medium:0106,medium,5,0.0,1.0,1.0,1.0,1.0,1.0,0.12467196211218834,128.86804109439254,121.90037127584219,4.961330909281969,107.0058518089354,237.13202588260174,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.0,0.6746579650586143,0.6746579650586143,1.0,1.0,1.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,0.6,1.0,1.0,1.0,0.0,0.0,0.6666666666666667,0.3253420349413857,0.0,-14.894519466906786,0.0,0.0,0.0,0.0,0.0,102.04452089965343,0.0,0.0,0.0,0.0,0.0,130.12617407366633,0.0,0.0,0.0,0.0,0.0,6.967669818550348,0.0,0.0,0.0,0.0,0.0,-6.967669818550348,Find urban videos where the accident type is truck hits cyclist.,"{""location"": ""urban""}","{""accident_type"": ""truck hits cyclist""}","{""accident_type"": ""truck hits cyclist"", ""location"": ""urban""}"
vru:medium:0107,medium,4,0.0,1.0,1.0,1.0,1.0,1.0,0.1271311193704605,131.7716808989644,121.90419202670455,4.95508685708046,108.13499242067337,240.57881999760866,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9558295932317545,0.9558295932317545,1.0,1.0,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.04417040676824546,0.0,-13.76919960603118,0.0,0.0,0.0,0.0,0.0,103.17990556359291,0.0,0.0,0.0,0.0,0.0,132.4438275769353,0.0,0.0,0.0,0.0,0.0,9.867488872259855,0.0,0.0,0.0,0.0,0.0,-9.867488872259855,Find urban videos where the accident type is car hits or nearmiss pedestrian.,"{""location"": ""urban""}","{""accident_type"": ""car hits or nearmiss pedestrian""}","{""accident_type"": ""car hits or nearmiss pedestrian"", ""location"": ""urban""}"
vru:medium:0108,medium,4,0.0,1.0,1.0,1.0,1.0,1.0,0.13298029080033302,133.0700172111392,121.23392196372151,4.907413851469755,108.97086700424552,240.88491592556238,0.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.7606395682357036,0.7606395682357036,0.7606395682357036,0.9558295932317545,0.0,0.25,0.0,0.0,0.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-12.263054959475994,0.0,0.0,0.0,0.0,0.0,104.06345315277576,0.0,0.0,0.5,0.19519002499605098,0.0,131.91404892131686,0.0,0.0,0.5,0.23936043176429644,0.0,11.836095247417688,0.0,0.0,-0.5,-0.23936043176429644,0.0,-11.836095247417688,Find urban videos where the accident type is cyclist hits pedestrian.,"{""location"": ""urban""}","{""accident_type"": ""cyclist hits pedestrian""}","{""accident_type"": ""cyclist hits pedestrian"", ""location"": ""urban""}"
vru:medium:0109,medium,4,0.0,1.0,1.0,1.0,1.0,1.0,0.12530619278550148,133.78573628142476,122.3522829823196,4.9442267045378685,108.16870303824544,240.58924661949277,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9828920819566878,0.9828920819566878,1.0,1.0,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.017107918043312242,0.0,-14.183579944074154,0.0,0.0,0.0,0.0,0.0,103.22447633370757,0.0,0.0,0.0,0.0,0.0,132.42054358124733,0.0,0.0,0.0,0.0,0.0,11.433453299105167,0.0,0.0,0.0,0.0,0.0,-11.433453299105167,Find urban videos where the accident type is ego-car hits a motorcycle or cyclist.,"{""location"": ""urban""}","{""accident_type"": ""ego-car hits a motorcycle or cyclist""}","{""accident_type"": ""ego-car hits a motorcycle or cyclist"", ""location"": ""urban""}"
vru:medium:0110,medium,3,0.0,1.0,1.0,1.0,1.0,1.0,0.12547895312309265,131.3580726273358,120.75235089287162,4.914025776088238,107.6213619671762,239.82120491564274,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-13.13098892569542,0.0,0.0,0.0,0.0,0.0,102.70733619108796,0.0,0.0,0.0,0.0,0.0,132.19984294846654,0.0,0.0,0.0,0.0,0.0,10.605721734464169,0.0,0.0,0.0,0.0,0.0,-10.605721734464169,Find urban videos where the accident type is car hits a crossing pedestrian.,"{""location"": ""urban""}","{""accident_type"": ""car hits a crossing pedestrian""}","{""accident_type"": ""car hits a crossing pedestrian"", ""location"": ""urban""}"
vru:medium:0111,medium,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0031315721571445465,130.86032820865512,120.80963887274265,4.813523031771183,1.3309679925441742,126.79913640022278,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6797310500037655,0.23463936301137825,0.23463936301137825,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6666666666666667,0.33333333333333337,0.6666666666666667,0.7653606369886218,0.0,-119.47867088019848,0.0,0.0,0.0,0.0,0.0,-3.482555039227009,0.0,0.0,0.0,0.0,0.0,125.4681684076786,0.0,0.0,0.0,0.0,0.0,10.050689335912466,0.0,0.0,0.0,0.0,0.0,-10.050689335912466,Find highway videos where the accident type is ego-car hits a pedestrian.,"{""location"": ""highway""}","{""accident_type"": ""ego-car hits a pedestrian""}","{""accident_type"": ""ego-car hits a pedestrian"", ""location"": ""highway""}"
vru:medium:0112,medium,3,1.0,1.0,1.0,1.0,1.0,1.0,0.02013426274061203,127.64411326497793,120.41598977521062,4.829837940633297,14.086820650845766,141.73490786924958,0.5,1.0,1.0,1.0,1.0,1.0,0.5307212739772436,0.9217868789962073,0.9217868789962073,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.07821312100379274,0.0,-106.32916912436485,0.0,0.0,0.0,0.0,0.0,9.256982710212469,0.0,0.0,0.0,0.0,0.0,127.64808721840382,0.0,0.0,0.0,0.0,0.0,7.228123489767313,0.0,0.0,0.0,0.0,0.0,-7.228123489767313,Find rural videos where the accident type is truck hits cyclist.,"{""location"": ""rural""}","{""accident_type"": ""truck hits cyclist""}","{""accident_type"": ""truck hits cyclist"", ""location"": ""rural""}"
vru:medium:0113,medium,3,0.0,1.0,1.0,1.0,1.0,1.0,0.02003367990255356,129.5058079995215,122.35221872106194,4.974958021193743,14.042980037629604,140.2887892909348,0.029411764705882353,0.5,0.5,1.0,1.0,1.0,0.0,0.6256646589861506,0.6394562303262419,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.5,0.3605437696737581,0.0,-108.30923868343234,0.0,0.0,0.0,0.0,0.0,9.068022016435862,0.0,0.0,0.0,0.0,0.0,126.2458092533052,0.0,0.0,0.0,-0.013791571340091235,0.0,7.153589278459549,0.0,0.0,0.0,0.013791571340091235,0.0,-7.153589278459549,Find rural videos where the accident type is truck hits pedestrian.,"{""location"": ""rural""}","{""accident_type"": ""truck hits pedestrian""}","{""accident_type"": ""truck hits pedestrian"", ""location"": ""rural""}"
vru:medium:0114,medium,2,0.0,1.0,1.0,1.0,1.0,1.0,0.12317020446062088,131.74522574990988,121.71071488410234,4.957843106240034,108.51692873984575,239.495440851897,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-13.193786144256592,0.0,0.0,0.0,0.0,0.0,103.55908563360572,0.0,0.0,0.0,0.0,0.0,130.97851211205125,0.0,0.0,0.0,0.0,0.0,10.034510865807533,0.0,0.0,0.0,0.0,0.0,-10.034510865807533,Find urban videos where the accident type is Car hits motorcycle or cyclist.,"{""location"": ""urban""}","{""accident_type"": ""Car hits motorcycle or cyclist""}","{""accident_type"": ""Car hits motorcycle or cyclist"", ""location"": ""urban""}"
vru:medium:0115,medium,2,1.0,0.0,0.0,1.0,1.0,1.0,0.0029103830456733704,130.7414323091507,120.89849589392543,4.781261086463928,1.344907097518444,127.75463797152042,0.3333333333333333,0.010869565217391304,0.010869565217391304,1.0,1.0,1.0,0.5249810332008934,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9891304347826086,1.0,1.0,-119.55358879640698,0.0,0.0,0.0,0.0,0.0,-3.436353988945484,0.0,0.0,0.0,0.0,0.0,126.40973087400198,0.0,0.0,0.0,0.0,0.0,9.842936415225267,0.0,0.0,0.0,0.0,0.0,-9.842936415225267,Find highway videos where the accident type is ego-car hits a crossing pedestrian.,"{""location"": ""highway""}","{""accident_type"": ""ego-car hits a crossing pedestrian""}","{""accident_type"": ""ego-car hits a crossing pedestrian"", ""location"": ""highway""}"
vru:medium:0116,medium,2,0.0,1.0,0.0,0.0,0.0,0.0,0.12179184705018997,128.53710306808352,119.10961894318461,5.036832299083471,107.37015912309289,249.07021271064878,0.0,1.0,0.022222222222222223,0.029411764705882353,0.029411764705882353,0.07142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071895424836601295,0.0,0.0,-11.739459820091724,0.0,0.0,0.0,0.0,0.0,102.33332682400942,0.0,1.0,0.04201680672268907,0.0,0.0,141.70005358755589,1.0,1.0,0.9777777777777777,1.0,1.0,9.42748412489891,-1.0,-1.0,-0.9777777777777777,-1.0,-1.0,-9.42748412489891,Find urban videos where the accident type is ego-car hits pedestrian.,"{""location"": ""urban""}","{""accident_type"": ""ego-car hits pedestrian""}","{""accident_type"": ""ego-car hits pedestrian"", ""location"": ""urban""}"
vru:medium:0117,medium,2,0.0,1.0,1.0,1.0,1.0,1.0,0.01856079325079918,126.20533164590597,119.48223086073995,4.748058971017599,14.085233211517334,155.17688309773803,0.0196078431372549,0.25,0.25,1.0,1.0,1.0,0.0,0.4824755593907551,0.4824755593907551,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.75,0.517524440609245,0.0,-105.39699764922261,0.0,0.0,0.0,0.0,0.0,9.337174240499735,0.0,0.0,0.0,0.0,0.0,141.0916498862207,0.0,0.0,0.0,0.0,0.0,6.723100785166025,0.0,0.0,0.0,0.0,0.0,-6.723100785166025,Find rural videos where the accident type is pedestrian falls down.,"{""location"": ""rural""}","{""accident_type"": ""pedestrian falls down""}","{""accident_type"": ""pedestrian falls down"", ""location"": ""rural""}"
vru:medium:0118,medium,268,1.0,1.0,1.0,1.0,1.0,1.0,0.12445775792002678,160.60423897579312,118.86296700686216,4.793331958353519,99.93304498493671,228.46884606406093,0.2,0.25,0.5,1.0,1.0,1.0,0.3667803203729971,0.2532954041105318,0.46392645631755636,1.0,1.0,1.0,0.0,0.0,0.0,0.0037313432835820895,0.0037313432835820895,0.0037313432835820895,0.018656716417910446,0.011194029850746268,0.018656716417910446,0.03731343283582089,0.03731343283582089,0.03731343283582089,0.055970149253731345,0.041044776119402986,0.048507462686567165,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.0037313432835820895,0.007462686567164179,0.011194029850746268,0.018656716417910446,0.018656716417910446,0.018656716417910446,0.018656716417910446,0.02611940298507462,0.5,0.5360735436824436,0.0,-18.92992202192545,0.0,0.0,0.0,0.0,0.0,95.1397130265832,0.0,0.0,0.0,0.0,0.0,128.5358010791242,-0.007462686567164178,-0.00746268656716418,-0.25,-0.21063105220702455,0.0,41.74127196893096,0.007462686567164178,0.00746268656716418,0.25,0.21063105220702455,0.0,-41.74127196893096,Find videos recorded in sunny day where the accident type is car hits pedestrian.,"{""weather_light"": ""sunny day""}","{""accident_type"": ""car hits pedestrian""}","{""accident_type"": ""car hits pedestrian"", ""weather_light"": ""sunny day""}"
vru:medium:0119,medium,125,1.0,1.0,1.0,1.0,1.0,1.0,0.1013181172311306,129.8009157180786,118.09398280456662,4.85995365306735,100.29865708202124,229.55179819837213,1.0,1.0,0.5,1.0,1.0,1.0,0.42838543210841196,0.5988751049740154,0.7015099647232445,1.0,1.0,1.0,0.008,0.008,0.0,0.008,0.008,0.008,0.024,0.04,0.064,0.08,0.08,0.08,0.024,0.072,0.112,0.16,0.16,0.16,0.016,0.024,0.032,0.04,0.04,0.04,0.016,0.048,0.5,0.29849003527675555,0.0,-17.795325722545385,0.0,0.0,0.0,0.0,0.0,95.43870342895389,0.0,0.0,0.0,0.0,0.0,129.2531411163509,-0.024,-0.04000000000000001,0.5,-0.10263485974922903,0.0,11.706932913511992,0.024,0.04000000000000001,-0.5,0.10263485974922903,0.0,-11.706932913511992,Find videos recorded in sunny day where the accident type is ego-car hits a crossing pedestrian.,"{""weather_light"": ""sunny day""}","{""accident_type"": ""ego-car hits a crossing pedestrian""}","{""accident_type"": ""ego-car hits a crossing pedestrian"", ""weather_light"": ""sunny day""}"
