scoring,replicate,recall_at_10,mrr,ndcg_at_10
strict,34,0.0033357933472940035,0.1333419922159203,0.04050042386205968
strict,35,0.0074141882842022975,0.12572246193798395,0.04138451838836652
strict,36,0.004818335228402403,0.10304741785405591,0.0344081743423319
strict,37,0.0021245463740525083,0.09235059437884535,0.031168032897229178
strict,38,0.004657501256202039,0.05578748328468224,0.02185163986589102
strict,39,0.004250808637467601,0.07991408606240097,0.03126605409957843
strict,40,0.006285457057446862,0.10825310036790113,0.04027306569240624
strict,41,0.006036295733029301,0.11539533244892496,0.03385293702487681
strict,42,0.004507264576898138,0.1068802172495819,0.03305914623584197
strict,43,0.003352673540190809,0.12666647792424662,0.03805835529402544
strict,44,0.0036539213158504843,0.1060745403361174,0.032770704702346935
strict,45,0.002912265193376259,0.06580169105559135,0.022034332140018056
strict,46,0.0032251662878154835,0.06813158795937739,0.029204092800304646
strict,47,0.003532460721626313,0.0964504062126644,0.03139166138386556
strict,48,0.006665090341216924,0.12426176695732734,0.042007995405536645
strict,49,0.00446937686615969,0.1016115227391071,0.03175827668121266
strict,50,0.002325993237178766,0.08430237539994449,0.024764841603173233
strict,51,0.004665641374869433,0.11480717197740509,0.04228953045675631
strict,52,0.0027208511195075994,0.07822866181414966,0.027538306664310386
strict,53,0.006593380723068998,0.10543977557901303,0.037311110555540795
strict,54,0.003646410663814234,0.056419658558617684,0.020878612800284
strict,55,0.0038916500562322267,0.1188306963884213,0.03580793040394826
strict,56,0.004763945945404467,0.11250408063711652,0.0407911268514223
strict,57,0.0036336486941947197,0.07195485679820941,0.02556297527606946
strict,58,0.004788652496676357,0.13260542583980003,0.04312410500628281
strict,59,0.005561915291599578,0.09236886210678241,0.03673942832824775
strict,60,0.0030571060801534828,0.08968308830920378,0.029612049103912033
strict,61,0.004094716370385986,0.09822157927462369,0.032279058114134083
strict,62,0.0029658076379466465,0.08404581227012993,0.02857141134994454
strict,63,0.0031333769646808727,0.09504842890598603,0.0355524957715489
strict,64,0.005278812083825444,0.10960343565883658,0.038124126351542345
strict,65,0.002670148304819188,0.09993815085636262,0.030464081469151045
strict,66,0.0031091111980351264,0.06314666539073212,0.01939810545947604
strict,67,0.005440096908419317,0.13345911431710694,0.03997714813989301
strict,68,0.0032747559145831677,0.06346542797620648,0.023786445756481076
strict,69,0.0028641428721270534,0.10958672699102098,0.030731754995394354
strict,70,0.005309443890624525,0.09426394285546358,0.03436703048135877
strict,71,0.0030589348511172246,0.05542075007558883,0.01747415185403602
strict,72,0.0038124870314713644,0.07892429979004166,0.031042350219867475
strict,73,0.0037717365462998846,0.11070152983799515,0.043808217281209164
strict,74,0.003955042385275686,0.06675880292768116,0.02093770348375951
strict,75,0.0033290966918190106,0.09231457826671856,0.029218889611581138
strict,76,0.003341903664490499,0.10127905520652349,0.030379565066681397
strict,77,0.003103110587824255,0.10015629610086052,0.0307762841500998
strict,78,0.003893225454468077,0.08620124360817828,0.025005146998726555
strict,79,0.00422265297811979,0.09478245924150994,0.033901563051383664
strict,80,0.004501983952577697,0.0864776960556983,0.030052697829845362
strict,81,0.0023212107981402715,0.06528455835232756,0.02247499764208114
strict,82,0.005152219246118904,0.12336000845103909,0.03903454690714102
strict,83,0.004296164630472045,0.08120507281845327,0.02792081122113946
strict,84,0.0032334016700397475,0.09196353391769098,0.029229842351280906
strict,85,0.0027714669629733605,0.07085319196687176,0.025597682441219197
strict,86,0.0026136306129446027,0.10652817592459903,0.0321054278102019
strict,87,0.0034916378793245226,0.10463939270095698,0.035151486348870935
strict,88,0.005377932558713571,0.12675039209061814,0.04516821847706537
strict,89,0.003429101294810046,0.09569382876394152,0.033933204663035996
strict,90,0.0072862663070463055,0.10122578497313613,0.045951626249603
strict,91,0.004088358453768181,0.10722049508692162,0.03634514072025649
strict,92,0.003547332385636019,0.08184029512102327,0.026776776368049284
strict,93,0.00568669144963734,0.10690893697005578,0.03721413248206714
strict,94,0.0031262834758099146,0.0723332536713979,0.03029312538960846
strict,95,0.0023423517071446418,0.08958518810152873,0.026209985114522695
strict,96,0.005231671140194291,0.08990742808464064,0.029869830969100324
strict,97,0.0038660661511984583,0.08273120478009047,0.027466135918860747
strict,98,0.002917612198337036,0.06787024404453092,0.027056475157601078
strict,99,0.003496119826207493,0.11327729486767928,0.03503602801060775
strict,100,0.004939362250084276,0.09025598497856002,0.03177506662518092
strict,101,0.0032804381662130066,0.08287441132432403,0.029519921336257027
strict,102,0.004628067657610767,0.10880353955615982,0.03921589879077777
strict,103,0.003959366818431874,0.07865610776099756,0.02558145709718841
strict,104,0.00541790897509087,0.10477736656235312,0.03904485683329663
strict,105,0.0039231808295254285,0.08376187156809654,0.02659308069275796
strict,106,0.005471486328551537,0.06672574827310009,0.021124702873275857
strict,107,0.005250635018187538,0.09653825819939649,0.029138682254725618
strict,108,0.0025658162496878783,0.08900905130096005,0.02999682909176408
strict,109,0.0022900073430567373,0.08063462773049328,0.02526487690719083
strict,110,0.002349203338038243,0.06972001459179301,0.02450641689359637
strict,111,0.003102224633712315,0.08727902429522187,0.0339122459878113
strict,112,0.0035255202620875278,0.11378656264891583,0.038084622859852375
strict,113,0.005726343900710243,0.13381479782189568,0.04157085339529034
strict,114,0.006019820711593657,0.11340181776884117,0.035026234187390634
strict,115,0.0045929873114496644,0.12444551534673826,0.03927973166928044
strict,116,0.004853567816501006,0.09982873374396471,0.030362416914048982
strict,117,0.004352439486522505,0.07044618193347202,0.023982815405254203
strict,118,0.003969260144613149,0.08263843121274883,0.030489213170788364
strict,119,0.0024939444091177185,0.08463131824183298,0.028527158099501432
strict,120,0.002985358591477966,0.09428203020939657,0.02972339691586641
strict,121,0.0038736744024957747,0.07840433046812967,0.03269754139301026
strict,122,0.005724356307976302,0.1168677886904618,0.034957834857729936
strict,123,0.0030697720882921927,0.08670961945692832,0.02643377248565313
strict,124,0.00423311672069068,0.09532279464103703,0.03629533914726844
strict,125,0.003945991697072306,0.09180519793492821,0.02922753391664199
strict,126,0.004439306637842252,0.10707540510377674,0.034767232762772944
strict,127,0.0028621089252334323,0.07752814431077867,0.02393358963963912
strict,128,0.005235405066664577,0.07585613478395287,0.027334338852944923
strict,129,0.0036269677868383246,0.10723769433914576,0.032667918425653364
strict,130,0.00530043387901356,0.10581636683530692,0.03768299295430384
strict,131,0.0028362209090479268,0.10202771915589433,0.037702337344971
strict,132,0.002331751542296215,0.0684790652426439,0.023979128938148242
strict,133,0.003748395272488148,0.05623819257090007,0.020805268728105376
strict,134,0.004501531699870172,0.05615135632177323,0.01702419378414782
strict,135,0.004711714391765525,0.07754339433322462,0.026057521320327404
strict,136,0.002089632816831513,0.08947295146972989,0.026306223117605054
strict,137,0.005336367541779533,0.10197869942384681,0.031159124791477692
strict,138,0.0027879672760891916,0.07468293399650833,0.020599419361835968
strict,139,0.00486451483905985,0.09497367752884375,0.03381943503282086
strict,140,0.0052186130244653095,0.09738923497875213,0.03423875262946412
strict,141,0.006984511818124419,0.1155557337818986,0.03629958620676208
strict,142,0.005724371592307477,0.12625718664508398,0.04011520050922437
strict,143,0.0031196609161560046,0.05468291528197912,0.021026622422092897
strict,144,0.002925670747032104,0.07648688978658395,0.022844734889842053
strict,145,0.0036894860207876507,0.111433490175302,0.03646392092289262
strict,146,0.004607630528914209,0.08950235362927893,0.03184487889956172
strict,147,0.0028572519688013893,0.08677344148063589,0.030103678915995125
strict,148,0.003451720518346399,0.11312497629725995,0.030764601656290445
strict,149,0.00336209003907485,0.11093079813118024,0.03193860302001202
strict,150,0.003587454447353555,0.08218500355166912,0.03011571026293326
strict,151,0.002239754253603419,0.12011421966570829,0.02972377475257762
strict,152,0.0036864211291362655,0.0984545019631533,0.0289033918503233
strict,153,0.006716583407815343,0.09680959984312223,0.026856000256881105
strict,154,0.0076427166819602495,0.12532161163104907,0.042612802798207484
strict,155,0.006945053038050277,0.10187722351035045,0.037670334938062405
strict,156,0.006273076228919715,0.12500159989121487,0.04668044479712211
strict,157,0.0060946812241414895,0.08346506680090236,0.028928427582842624
strict,158,0.0021965966894511046,0.07579452611521438,0.024103349533771207
strict,159,0.005612319852242188,0.11308255006577188,0.03735383998762928
strict,160,0.0043564996454401915,0.12872838764039982,0.040762113449304055
strict,161,0.0041234974855101,0.09965857197617789,0.03153890426103476
strict,162,0.0028591601617786143,0.10898703274060206,0.03217041168368208
strict,163,0.003411774367343061,0.11267010037099072,0.03324231214020354
strict,164,0.0041284451634289445,0.11773783429535951,0.03969229471786688
strict,165,0.0038149742060723754,0.07473282895926298,0.029347708893214662
strict,166,0.004144128100437348,0.09927818358674971,0.034840634522640815
strict,167,0.00474803465964805,0.10382173456503646,0.03319414611005946
strict,168,0.004386672837521039,0.10121656607958943,0.033547208171492135
strict,169,0.002599794400980004,0.07347468415525434,0.023261811245018076
strict,170,0.002644325903023025,0.07448642390772225,0.023799262657216564
strict,171,0.0034201613477008353,0.07734813281235581,0.02843311130365358
strict,172,0.0032811264610113724,0.0796112102512351,0.02048691563765647
strict,173,0.004578350155668833,0.14943482797844085,0.04269879943753455
strict,174,0.004486629363355367,0.07418185557197766,0.032470645460107445
strict,175,0.0028053094268321514,0.06461862494610747,0.02287858922477742
strict,176,0.003532833118325166,0.08648188604357383,0.028149595186260413
strict,177,0.005292825826153786,0.1099177811036637,0.03434268933293387
strict,178,0.005421807667128668,0.09112550734893812,0.02943445745343056
strict,179,0.005430976617121068,0.14711257263050637,0.04949207794842024
strict,180,0.0036019935151298133,0.0939167876903094,0.030967291411856647
strict,181,0.005677500879724571,0.11199920804529569,0.03640032155919366
strict,182,0.003073422784392626,0.08846081316501575,0.03114860902269233
strict,183,0.003451300989519168,0.08122517475037631,0.028881453730559253
strict,184,0.004294724819121768,0.088062770762874,0.02850653623372006
strict,185,0.0052388122400694554,0.06677763835072124,0.023495882842454848
strict,186,0.004020638626115124,0.0738274859062099,0.03217015516517042
strict,187,0.003998689666274428,0.12070879288184733,0.039877931102900985
strict,188,0.002263240387508079,0.10807753037913484,0.03207402674579624
strict,189,0.003812542146099341,0.08770788408101246,0.029665663108129483
strict,190,0.002712313475687385,0.09138934026272398,0.027647717226506083
strict,191,0.005102606285976593,0.13716333925853652,0.04225095781861183
strict,192,0.002667563365667714,0.08748473532365239,0.030594698834904666
strict,193,0.002728228342556544,0.07583148941976232,0.02417903782834238
strict,194,0.005287011220440126,0.09399711530036074,0.0318287372339509
strict,195,0.002559052416550655,0.07564209800950898,0.025754545042126174
strict,196,0.003698244124964437,0.06252773288460003,0.0222113876633753
strict,197,0.004496363399037789,0.1130788855242344,0.03768487450920779
strict,198,0.005858123402591759,0.09714472217720808,0.03664560932289404
strict,199,0.0034610260022942562,0.10782292819554269,0.03722419211836715
strict,200,0.007299857601697894,0.08218778323049117,0.028731682310901487
strict,201,0.0012252194772277248,0.06041783734636153,0.016887938183236084
strict,202,0.0028875279601690163,0.06019806693067483,0.022373395156344896
strict,203,0.008462890500008487,0.16311143305486248,0.05628624100214369
strict,204,0.00471102611890175,0.09384372261784925,0.035575567541959376
strict,205,0.00443276613685113,0.12035613295292683,0.04263772454508679
strict,206,0.0036597032769951593,0.08958397319877395,0.03294450034745173
strict,207,0.003147576755461353,0.08777120891091479,0.033613119131369565
strict,208,0.004383691435979953,0.1129436942077842,0.041263506002109145
strict,209,0.0037136766644124634,0.1080477024233043,0.0327811695054468
strict,210,0.002179079788128928,0.05802318330107812,0.016933674543787035
strict,211,0.0038704979646996315,0.09794470575736232,0.030684008726021873
strict,212,0.005455512754919964,0.10386918574274367,0.032113042748923994
strict,213,0.004774638960319195,0.1070192189431639,0.03540710081485668
strict,214,0.003626102663261196,0.10965352751884865,0.03850152419385658
strict,215,0.0039249596744084705,0.0669862983377096,0.028666719942720284
strict,216,0.003526032086992067,0.10233575422132522,0.030964634601970912
strict,217,0.0046434839493374866,0.09616724683362603,0.03546078848956
strict,218,0.0035626288401941885,0.07268170960075895,0.024056842647407695
strict,219,0.004662990676269524,0.08547450548160604,0.03385308937055176
strict,220,0.004837767904848231,0.07577799435630035,0.026918936032674597
strict,221,0.0034297063476132973,0.10153137160004241,0.0316032907190399
strict,222,0.003935957138979448,0.0877068751186235,0.03326719500924876
strict,223,0.0037940930425212857,0.13292674315167835,0.03549480954076402
strict,224,0.003282502654857109,0.0729494772103905,0.02534769358117744
strict,225,0.005177368260731588,0.12345574635700436,0.03569157753133949
strict,226,0.003255043569613593,0.08525746887540217,0.02865967199045473
strict,227,0.004155643986058067,0.08452681512143718,0.034902397707917227
strict,228,0.003960384414964764,0.08097339914918385,0.030042308419820057
strict,229,0.002898057263497972,0.08665493365431172,0.027295693452934495
strict,230,0.0063483752596098335,0.11023137242127011,0.03783219491441016
strict,231,0.006926063659245148,0.10766930002982422,0.043609741907249824
strict,232,0.0054605156722508895,0.10354755880082438,0.0361190327276701
strict,233,0.005236201391298018,0.11555354568155608,0.03629635855234823
strict,234,0.0020151418942286094,0.06483165250605079,0.018779313761395036
strict,235,0.006169934536770329,0.09871188200821081,0.039072372911290995
strict,236,0.00449995495407686,0.08862928234437033,0.036138604258629865
strict,237,0.005755835376007808,0.09187706016590254,0.034947360291385524
strict,238,0.003620745227013961,0.11842349269428377,0.04637011299921283
strict,239,0.0050292649792866495,0.10823264538212266,0.04299186803428995
strict,240,0.00348731964013717,0.07281455156569286,0.024454479913061586
strict,241,0.005801338827344008,0.13310630322549827,0.04676653446543378
strict,242,0.0047384789901830015,0.12754297388858243,0.04199325805072999
strict,243,0.002940587519379421,0.10270658034913882,0.03271625810295109
strict,244,0.003877441583515074,0.09720494291085097,0.032560816298096575
strict,245,0.0026236770758774454,0.08236633262352225,0.028445662388031086
strict,246,0.004795579370162908,0.10829250265807741,0.03594463829199421
strict,247,0.004950219829693325,0.10658921713436746,0.0365648777431674
strict,248,0.00751155160476134,0.11925140272834994,0.03837173191944164
strict,249,0.0051292862443709725,0.10788357159395141,0.03143911161706625
strict,250,0.004640095159320936,0.07979647496204377,0.02300930922396371
strict,251,0.0020014882108559283,0.06186572262260973,0.023201472397945674
strict,252,0.003335791396631659,0.08127210896590352,0.034911754560219936
strict,253,0.0058896503000107955,0.1096642951444077,0.04000349841524804
strict,254,0.00324308848297547,0.06367439875055758,0.026615912018724847
strict,255,0.002729161736919483,0.06936931109169699,0.024801817888522416
strict,256,0.003428599068190098,0.07794496253856494,0.025238653912980517
strict,257,0.0071294773694625365,0.1143345287198371,0.03974822124751837
strict,258,0.004741261607887271,0.08317928275502813,0.0341644994026505
strict,259,0.00550996840163876,0.08564641928711476,0.03907566130664976
strict,260,0.0047213860291629986,0.1066493221186316,0.03716670332267302
strict,261,0.002290040244535481,0.07523100644438223,0.02725154105072567
strict,262,0.0053977272109591275,0.08429755367872287,0.03167904529816283
strict,263,0.004312776769629377,0.07884630692288282,0.03103799179022214
strict,264,0.004382167819303423,0.07676479278092907,0.034979797676374
strict,265,0.0037254157036820407,0.08273570638345062,0.028218730376493178
strict,266,0.008583633848266038,0.1119226298020909,0.04580056003501422
strict,267,0.002976717361142677,0.10598340317213205,0.02646041213249653
strict,268,0.0036431856404974677,0.08869040892499819,0.02559360182774839
strict,269,0.004595231848199016,0.08840828279773628,0.034317161902199536
strict,270,0.0031833860952305594,0.10464897993364737,0.036642370498566966
strict,271,0.002899707084758623,0.08251460228787018,0.02737139053136867
strict,272,0.0034023814021982603,0.09209727083589114,0.02806699853687812
strict,273,0.00468457061336474,0.08582290984497497,0.03174485389485342
strict,274,0.0040050777350895805,0.10346338088806793,0.04030379697315545
strict,275,0.0032974851766300406,0.08066127867115451,0.030225570293299624
strict,276,0.00418529733322397,0.10470975481346999,0.03420074311335797
strict,277,0.005685265939433264,0.10634995684354427,0.04518084084540969
strict,278,0.003149130212523346,0.059808217801948095,0.02280106045335245
strict,279,0.0017442970987248925,0.08741477365443064,0.02628178979997583
strict,280,0.00510438991390335,0.09022036581745946,0.030381936757703815
strict,281,0.004981837961491574,0.10848815791613095,0.037101646172391506
strict,282,0.0025874532962564174,0.09821311004275135,0.027357419196307194
strict,283,0.002233042753250433,0.07944663129248093,0.02707341767523987
strict,284,0.004044166533422486,0.09673618178186041,0.0378162435290066
strict,285,0.003154604243400731,0.053490142907611296,0.01524956576204934
strict,286,0.002623298230399482,0.07670081340785768,0.021227866438037066
strict,287,0.006045205785526427,0.10381408578458297,0.03660026334817071
strict,288,0.002209128532446444,0.08710335670104288,0.0286688926375075
strict,289,0.0020433136503054073,0.07893051659802673,0.02557436856022037
strict,290,0.004034771166095362,0.08828595262317836,0.03550816039295492
strict,291,0.005789564870119558,0.1078115825025418,0.04053338044867515
strict,292,0.0024124949635079837,0.06555610000124362,0.025919927343964106
strict,293,0.0050102641459953,0.07213670034493766,0.024166520643717028
strict,294,0.0032861607228691935,0.1025561493672081,0.02962661248363014
strict,295,0.002918214020608145,0.0869667998370882,0.030442092849099742
strict,296,0.0027701544946771594,0.10244550575253211,0.03300357791485463
strict,297,0.0047046908732397,0.08803189572988014,0.030843460688077994
strict,298,0.00472120058887532,0.1062099676400278,0.03815074501034514
strict,299,0.0031669742343884786,0.08197675065231066,0.026729779366202935
strict,300,0.0047152217596522486,0.1034351986745669,0.03811475537066613
strict,301,0.00526016859498787,0.09480136211494213,0.03564767412240558
strict,302,0.004192103205595561,0.1250991891812271,0.04048609483559244
strict,303,0.00343098106610371,0.11939121297955048,0.03850999312917509
strict,304,0.003098550059171088,0.08860686886877714,0.033083077022899546
strict,305,0.0033055813194633943,0.08673286028397201,0.034177365440404624
strict,306,0.0034293615172083284,0.09939153941507724,0.030258056442257826
strict,307,0.004703358478539516,0.10633880068961786,0.03526573015796418
strict,308,0.006400720750349485,0.08391625272403587,0.03262549478629228
strict,309,0.004636159980113956,0.08298008863846985,0.027176497270699644
strict,310,0.003475191321144025,0.08367739562830998,0.03029710945327623
strict,311,0.00501034094009593,0.10283974465972281,0.0306054709978109
strict,312,0.004411042852770851,0.09442068641651184,0.03466980249858455
strict,313,0.0029273857921088054,0.11116988631514527,0.03481540518698588
strict,314,0.004489311594959287,0.10267431828266002,0.038359541360074564
strict,315,0.0036695365651740956,0.09358531327153978,0.03181305852671016
strict,316,0.0032720340114199336,0.10369017076926175,0.03204148837396209
strict,317,0.004244211689061076,0.07417657273794193,0.022618986479937975
strict,318,0.003929981020017419,0.06465184809169483,0.029292943275203348
strict,319,0.007868844518832388,0.13494275000406514,0.047519062413939626
strict,320,0.0055848355844350765,0.1321350003560951,0.0461559423334122
strict,321,0.0037578415411342716,0.119044383391566,0.03589962120068886
strict,322,0.004810095182091232,0.13027498841939245,0.03830608802554956
strict,323,0.006108792660522354,0.09548837060080163,0.029239514214649296
strict,324,0.0036529720041616467,0.13104682942575951,0.04435694859393672
strict,325,0.003198846501093324,0.08623847398774603,0.03325037945087375
strict,326,0.005645311438120722,0.10919184763056958,0.03374983760583746
strict,327,0.0037577006271527933,0.0958121910420672,0.03583369965438948
strict,328,0.005938570183564484,0.1298208722642166,0.04687167447000234
strict,329,0.004513737014465733,0.07673506942486988,0.03270623884371743
strict,330,0.007705481421786003,0.15344881927492843,0.04618510180558289
strict,331,0.00694770450488331,0.09552015630061127,0.03092935723224878
strict,332,0.0027477554906426248,0.09869895045325469,0.030849771149532114
strict,333,0.0029991209836347163,0.08871818716278859,0.029833263423546967
strict,334,0.0033607906894718813,0.10339195679390235,0.031485888756506944
strict,335,0.0028763538362635076,0.07973683143961782,0.029664107236155694
strict,336,0.00237568437837857,0.04873097422665769,0.01590480043239822
strict,337,0.004981615448883011,0.1285834089476077,0.044582795359477845
strict,338,0.004829709049308043,0.1360573309097423,0.045680781264523886
strict,339,0.005135498935094765,0.11312146679975188,0.034724996536839664
strict,340,0.004489733415218292,0.09091840167873677,0.03252750740044986
strict,341,0.0019205688849657228,0.08270842439677431,0.025538426744505967
strict,342,0.005723967273895934,0.13019541576001553,0.04551413684349142
strict,343,0.006333074432955935,0.10610549344150037,0.039945021529692794
strict,344,0.0032887456093643923,0.08887339453782303,0.03124196535728236
strict,345,0.004025347864935637,0.09123318865915446,0.032968579547211926
strict,346,0.006123570918655465,0.14105627877940394,0.04554008358397416
strict,347,0.0033480083080136406,0.07318765190676675,0.02378748398665309
strict,348,0.0021309978859010603,0.09565008356668465,0.028587831018730376
strict,349,0.0029284646777223105,0.07245883967302354,0.026218292250820154
strict,350,0.006542645078422706,0.0723104634384864,0.027241171668100223
strict,351,0.005417683900738653,0.09600302523239662,0.03605310196676974
strict,352,0.005991146090470826,0.10430392072740124,0.03746419766997516
strict,353,0.0031999812986219763,0.054954980351899385,0.019592133412232197
strict,354,0.004259722771614417,0.07380169585623095,0.022319549443157758
strict,355,0.0063814220629986994,0.0946152850527483,0.0336799680745054
strict,356,0.005277022203135277,0.1156853031349111,0.036726523019923046
strict,357,0.005468976483111721,0.10887941757018031,0.03297549223750773
strict,358,0.0059206781488462205,0.09901439049610512,0.03772511151881965
strict,359,0.003048955556006835,0.09060021200875515,0.030266800032211303
strict,360,0.003814741306274242,0.09886594550390555,0.034450185336609686
strict,361,0.006662809917109373,0.13057929985550423,0.038894342018503295
strict,362,0.0027592921385468103,0.08071905997517186,0.026675197690885766
strict,363,0.00403327490985962,0.11348682173076155,0.03749483101380396
strict,364,0.004589134234068659,0.10359371689335709,0.03530931296082048
strict,365,0.004426631804267012,0.12314800712964963,0.04103862545040423
strict,366,0.005647431165735585,0.08063753005096681,0.03130663975468294
strict,367,0.0029779848456854656,0.09312988022908604,0.028954525799947162
strict,368,0.0043974187014524475,0.11864489230707949,0.03284355863840708
strict,369,0.002815503219112187,0.08009210084969802,0.027466763496783977
strict,370,0.0038332563634033328,0.10881815975216222,0.03845750896320669
strict,371,0.0033438202688229174,0.09167220577904613,0.03228121167182874
strict,372,0.0024484910705672687,0.08371754819826369,0.026530235078741807
strict,373,0.0035437191127727736,0.11950827123664494,0.03764405571342635
strict,374,0.003733359274435866,0.10405707502225586,0.03303828298109168
strict,375,0.0019616259573085677,0.06677341828773191,0.020932561412229007
strict,376,0.0034465854268229657,0.10336053639168821,0.03370393442621477
strict,377,0.004356520236941004,0.12273007449154802,0.03844505594358477
strict,378,0.0044334721833900045,0.10291341069870248,0.037571970825279626
strict,379,0.00469905797162689,0.13059389752892192,0.042295863332129355
strict,380,0.0032335965210765023,0.09290192432049327,0.028759290350464043
strict,381,0.007675753098150888,0.12142239241043612,0.04773497367738687
strict,382,0.003948434608785632,0.09281783456951519,0.03251345329886341
strict,383,0.008419594294711202,0.1290889743706021,0.04410783373227952
strict,384,0.0049480923413756555,0.07828584381387957,0.027179601723364262
strict,385,0.003030104161415884,0.09453562323455567,0.028853357381347883
strict,386,0.006578580122278536,0.1152864711090319,0.04006701130888168
strict,387,0.0023058475399403886,0.078938456798453,0.026197742028325657
strict,388,0.0050302837923981835,0.10458152105686634,0.03688567033776644
strict,389,0.004470960518907578,0.11438961372001802,0.04032748293517073
strict,390,0.005833745675850706,0.09356904709634098,0.03046558027117406
strict,391,0.0037878108305124595,0.08546017749838736,0.030488320254389103
strict,392,0.00485008719342133,0.09523129196673236,0.034119067032730224
strict,393,0.004894838969920964,0.11413873963063546,0.0342649973159739
strict,394,0.004159689418705652,0.12101178821712028,0.0452029617208502
strict,395,0.005641275377168655,0.06452605725228713,0.02292222135397585
strict,396,0.0053682076654057165,0.1423083221867231,0.04329937231032247
strict,397,0.0062630968981653296,0.10240907648336356,0.0359862491188872
strict,398,0.004562222028173192,0.08492176712439549,0.02714590982582405
strict,399,0.0038917450485724415,0.08586736910169288,0.03260569191941173
strict,400,0.0031648647356685385,0.07237582130351757,0.021703504710696663
strict,401,0.0027299976946184557,0.09109381346915495,0.025620980713548184
strict,402,0.003026487219228585,0.08247030452550781,0.028683643071333326
strict,403,0.00445252462343742,0.12703236981634547,0.039828591766663556
strict,404,0.003749835958633581,0.1051366300000864,0.03708070680294722
strict,405,0.004834729628245534,0.12109335665787835,0.03630031614787216
strict,406,0.004490240399418711,0.09281866164819212,0.029675020952297453
strict,407,0.005916274916644732,0.1310576860721564,0.03849697698751483
strict,408,0.003682252201623081,0.0980972101446514,0.029941048122897912
strict,409,0.004394230878490516,0.08657696465444178,0.025546270488420307
strict,410,0.004000226432838656,0.09717630271743549,0.030537333907696366
strict,411,0.0047401827073736726,0.08385135861673584,0.032679042713594106
strict,412,0.005269093596740011,0.10383818639279378,0.03307285414106453
strict,413,0.0034757326896941807,0.06504412376804705,0.02053620338939205
strict,414,0.0028133491690478293,0.08321963410935806,0.030212438381498452
strict,415,0.006929220231307451,0.08950317835467138,0.028651889492046067
strict,416,0.0036592312199647255,0.08891411128667347,0.03413676330005181
strict,417,0.004374843281495105,0.10715837339540069,0.03540884392793868
strict,418,0.004775799257288897,0.09963314891123637,0.0371431539144782
strict,419,0.007090595649754654,0.13293435530724326,0.0454157901452125
strict,420,0.005424366334433961,0.0877208719349803,0.023292702601804535
strict,421,0.004933828084841571,0.11136082427880216,0.04157754988153113
strict,422,0.004219409372032344,0.09809534105572856,0.03936274158380751
strict,423,0.00419797128804801,0.10692861103749103,0.03829037942610645
strict,424,0.003622357897659842,0.09365557100700775,0.029688086251611984
strict,425,0.0035631238198461936,0.12044540218121716,0.04237076389402024
strict,426,0.003378449672503618,0.0816853560864905,0.026907318548364464
strict,427,0.003256432036988703,0.10755422220504011,0.03001705099779679
strict,428,0.006088752440276853,0.0825920857421,0.027927068620192605
strict,429,0.003479091817876375,0.076131375961332,0.028780210848140968
strict,430,0.003875205928072933,0.10008978828590391,0.0383258540889005
