query_id,difficulty,positive_count,p2_minus_b2__recall_at_10,p2_minus_b2__recall_at_20,p2_minus_b2__mrr,p2_minus_b2__ndcg_at_10,p2_minus_b2__hit_at_10,p2_minus_b2__latency_ms,p4_minus_b4__recall_at_10,p4_minus_b4__recall_at_20,p4_minus_b4__mrr,p4_minus_b4__ndcg_at_10,p4_minus_b4__hit_at_10,p4_minus_b4__latency_ms
vru:medium:0061,medium,6,0.0,0.0,0.0,0.0,0.0,-103.56312617659569,0.0,0.0,0.0,0.0,0.0,-71.24259928241372
vru:medium:0062,medium,6,0.0,0.0,0.0,0.0,0.0,-100.63022328540683,0.0,0.0,0.0,0.0,0.0,-22.56389195099473
vru:medium:0063,medium,5,0.0,0.0,0.0,0.0,0.0,-100.7775510661304,0.0,0.0,0.0,0.0,0.0,-55.430779699236155
vru:medium:0064,medium,5,0.0,0.0,0.0,0.0,0.0,-100.71083903312683,0.0,0.0,0.0,0.0,0.0,-55.084284860640764
vru:medium:0065,medium,4,0.0,0.0,0.0,0.0,0.0,-99.8282041400671,0.0,0.0,0.0,0.0,0.0,-55.27418851852417
vru:medium:0066,medium,4,0.0,0.0,0.0,0.0,0.0,-101.37842409312725,0.0,0.0,0.0,0.0,0.0,-2.16592475771904
vru:medium:0067,medium,4,0.0,0.0,0.0,0.0,0.0,-102.25508501753211,0.0,0.0,0.0,0.0,0.0,-23.344517219811678
vru:medium:0068,medium,4,0.0,0.0,0.0,0.0,0.0,-100.95993522554636,0.0,0.0,0.0,0.0,0.0,-55.283813271671534
vru:medium:0069,medium,4,0.0,0.0,0.0,0.0,0.0,-100.37969844415784,0.0,0.0,0.0,0.0,0.0,-22.510895505547523
vru:medium:0070,medium,3,-0.3333333333333333,0.0,-0.19444444444444445,-0.2021073465005476,-1.0,-101.49423079565167,0.0,0.0,0.0,0.0,0.0,-2.0769229158759117
vru:medium:0071,medium,3,0.0,0.0,0.0,0.0,0.0,-99.03207793831825,0.0,0.0,0.0,0.0,0.0,-63.15204920247197
vru:medium:0072,medium,3,0.0,0.0,0.0,0.0,0.0,-99.58779672160745,0.0,0.0,0.0,0.0,0.0,-25.21315310150385
vru:medium:0073,medium,3,0.0,0.0,0.0,0.0,0.0,-98.36961003020406,0.0,0.0,0.0,0.0,0.0,-13.388896826654673
vru:medium:0074,medium,2,0.0,0.0,0.0,0.0,0.0,-97.47823560610414,0.0,0.0,0.0,0.0,0.0,-68.2685598731041
vru:medium:0075,medium,2,-0.5,0.0,-0.02857142857142858,-0.17723928678404774,-1.0,-99.79061502963305,0.0,0.0,0.0,0.0,0.0,-1.0759891010820866
vru:medium:0076,medium,2,0.0,0.0,0.0,0.0,0.0,-97.70056139677763,0.0,0.0,0.0,0.0,0.0,-14.477706048637629
vru:medium:0077,medium,2,0.0,0.0,0.0,0.0,0.0,-99.22957932576537,0.0,0.0,0.0,0.0,0.0,-27.384862303733826
vru:medium:0078,medium,2,0.0,0.0,0.0,0.0,0.0,-108.60085627064109,0.0,0.0,0.0,0.0,0.0,-2.5035529397428036
vru:medium:0079,medium,2,0.0,0.0,0.0,0.0,0.0,-96.94328485056758,0.0,0.0,0.0,0.0,0.0,-1.1136699467897415
vru:medium:0080,medium,2,0.0,0.0,0.0,0.0,0.0,-100.3099912777543,0.0,0.0,0.0,0.0,0.0,-2.1052900701761246
vru:medium:0081,medium,2,0.0,0.0,0.0,0.0,0.0,-97.88666572421789,0.0,0.0,0.0,0.0,0.0,-69.49847843497992
vru:medium:0082,medium,2,0.0,0.0,0.0,0.0,0.0,-103.79006899893284,0.0,0.0,0.0,0.0,0.0,-14.51414730399847
vru:medium:0083,medium,2,0.0,0.0,0.0,0.0,0.0,-98.2622099108994,0.0,0.0,0.0,0.0,0.0,-14.515986200422049
vru:medium:0084,medium,2,0.0,0.0,-0.08333333333333331,-0.061295749761270335,0.0,-97.75343677029014,0.0,0.0,0.0,0.0,0.0,-26.66422165930271
vru:medium:0085,medium,2,0.0,0.0,0.0,0.0,0.0,-98.40329457074404,0.0,0.0,0.0,0.0,0.0,-14.374251011759043
vru:medium:0086,medium,2,0.0,0.0,0.0,0.0,0.0,-97.2084035165608,0.0,0.0,0.0,0.0,0.0,-2.12881900370121
vru:medium:0087,medium,390,0.0,0.0,0.0,0.0,0.0,-97.10193192586303,0.0,0.0,0.0,0.0,0.0,-99.22855207696557
vru:medium:0088,medium,156,0.0,0.0,0.0,0.0,0.0,-130.59991179034114,0.0,0.0,0.0,0.0,0.0,-110.1375026628375
vru:medium:0089,medium,107,0.0,0.0,0.0,0.0,0.0,-132.03408801928163,0.0,0.0,0.0,0.0,0.0,-79.4104146771133
vru:medium:0090,medium,65,0.0,0.0,0.0,0.0,0.0,-94.63946660980582,0.0,0.0,0.0,0.0,0.0,-78.03073199465871
vru:medium:0091,medium,33,0.0,0.0,0.0,0.0,0.0,-96.16753552109003,0.0,0.0,0.0,0.0,0.0,-78.73725332319736
vru:medium:0092,medium,32,0.0,0.0,0.0,0.0,0.0,-85.57348791509867,0.0,0.0,0.0,0.0,0.0,-11.569623835384846
vru:medium:0093,medium,28,0.0,0.0,0.0026515151515151512,0.0,0.0,-96.78126266226172,0.0,0.0,0.0,0.0,0.0,-10.08236687630415
vru:medium:0094,medium,24,0.04166666666666663,-0.125,0.0,0.030969414484333102,0.0,-99.59555184468627,0.0,0.0,0.0,0.0,0.0,-83.89662485569715
vru:medium:0095,medium,19,0.0,0.0,0.0,0.0,0.0,-97.95195888727903,0.0,0.0,0.0,0.0,0.0,-81.45719999447465
vru:medium:0096,medium,12,0.0,0.0,0.0,0.0,0.0,-98.89272786676884,0.0,0.0,0.0,0.0,0.0,-10.012964252382517
vru:medium:0097,medium,12,0.0,0.0,0.0,0.0,0.0,-100.77383508905768,0.0,0.0,0.0,0.0,0.0,-82.56282890215516
vru:medium:0098,medium,11,0.0,0.0,0.0,0.0,0.0,-101.89227992668748,0.0,0.0,0.0,0.0,0.0,-10.766079183667898
vru:medium:0099,medium,11,0.0,0.0,0.0,0.02535714243277354,0.0,-100.30630882829428,0.0,0.0,0.0,0.0,0.0,-82.06541603431106
vru:medium:0100,medium,8,0.0,0.0,0.0,0.0,0.0,-100.95086181536317,0.0,0.0,0.0,0.0,0.0,-15.55262878537178
vru:medium:0101,medium,8,0.0,0.0,0.0,0.0,0.0,-100.16309097409248,0.0,0.0,0.0,0.0,0.0,-82.30010326951742
vru:medium:0102,medium,7,-0.14285714285714285,0.2857142857142857,0.16666666666666669,-0.03867822603789267,0.0,-99.69975892454386,0.0,0.0,0.0,0.0,0.0,-10.20383508875966
vru:medium:0103,medium,7,0.0,0.0,0.0,0.0,0.0,-103.91890490427613,0.0,0.0,0.0,0.0,0.0,-84.43936798721552
vru:medium:0104,medium,6,0.0,-0.3333333333333333,-0.05090909090909091,0.0,0.0,-102.35797800123692,0.0,0.0,0.0,0.0,0.0,-0.4381593316793442
vru:medium:0105,medium,6,0.0,0.0,0.0,0.0,0.0,-101.56761389225721,0.0,0.0,0.0,0.0,0.0,-84.33176530525088
vru:medium:0106,medium,5,0.0,0.0,0.0,0.0,0.0,-102.24565723910928,0.0,0.0,0.0,0.0,0.0,-82.49740954488516
vru:medium:0107,medium,4,0.0,0.0,0.0,0.0,0.0,-101.77756287157536,0.0,0.0,0.0,0.0,0.0,-83.53007072582841
vru:medium:0108,medium,4,0.0,0.0,0.0,0.0,0.0,-101.43682081252337,0.0,0.0,0.0,0.0,0.0,-84.58409598097205
vru:medium:0109,medium,4,0.0,0.0,0.0,0.0,0.0,-102.72483201697469,0.0,0.0,0.0,0.0,0.0,-84.02020111680031
vru:medium:0110,medium,3,0.0,0.0,0.0,0.0,0.0,-100.75616417452693,0.0,0.0,0.0,0.0,0.0,-83.21097493171692
vru:medium:0111,medium,3,0.0,0.0,0.0,0.0,0.0,-101.05898324400187,0.0,0.0,0.0,0.0,0.0,-0.47726090997457504
vru:medium:0112,medium,3,0.0,0.0,0.0,0.0,0.0,-100.63078254461288,0.0,0.0,0.0,0.0,0.0,-10.04813751205802
vru:medium:0113,medium,3,0.0,0.0,0.0,0.0,0.0,-102.4253754876554,0.0,0.0,0.0,0.0,0.0,-10.057070758193731
vru:medium:0114,medium,2,0.0,0.0,0.0,0.0,0.0,-101.9353517331183,0.0,0.0,0.0,0.0,0.0,-84.25018470734358
vru:medium:0115,medium,2,0.0,0.0,0.0003663898387884709,0.0,0.0,-100.78587895259261,0.0,0.0,0.0,0.0,0.0,-0.41092513129115105
vru:medium:0116,medium,2,0.0,0.0,0.0,0.0,0.0,-99.27248768508434,0.0,0.0,0.0,0.0,0.0,-83.23256624862552
vru:medium:0117,medium,2,0.0,0.0,-0.08333333333333334,-0.07064171895532012,0.0,-99.67593010514975,0.0,0.0,0.0,0.0,0.0,-10.125176049768925
vru:medium:0118,medium,268,0.00373134328358209,-0.0037313432835820934,0.5,0.22009176629808014,0.0,-98.44713797792792,0.0,0.0,0.0,0.0,0.0,-79.69474513083696
vru:medium:0119,medium,125,0.0,0.0,0.0,0.0,0.0,-97.93923050165176,0.0,0.0,0.0,0.0,0.0,-79.38739703968167
vru:medium:0120,medium,100,0.0,0.0,0.0,0.0,0.0,-97.73680567741394,0.0,0.0,0.0,0.0,0.0,-83.00550375133753
vru:medium:0121,medium,67,0.0,0.0,0.0,0.0,0.0,-96.43217688426375,0.0,0.0,0.0,0.0,0.0,-11.03603420779109
vru:medium:0122,medium,65,0.0,0.0,0.0,0.0,0.0,-98.2171380892396,0.0,0.0,0.0,0.0,0.0,-82.5525913387537
vru:medium:0123,medium,35,0.0,0.0,0.0,0.0,0.0,-96.39843879267573,0.0,0.0,0.0,0.0,0.0,-11.566955596208572
vru:medium:0124,medium,34,0.0,0.0,0.0,0.0,0.0,-96.30035515874624,0.0,0.0,0.0,0.0,0.0,-11.298426426947117
vru:medium:0125,medium,32,0.0,0.0,0.0,0.0,0.0,-96.2935690768063,0.0,0.0,0.0,0.0,0.0,-4.850397352129221
vru:medium:0126,medium,31,0.0,0.0,0.0,0.0,0.0,-97.38070657476783,0.0,0.0,0.0,0.0,0.0,-82.69543899223208
vru:medium:0127,medium,24,-0.16666666666666666,-0.16666666666666669,-0.19444444444444445,-0.33169367308920716,-1.0,-97.39191178232431,0.0,0.0,0.0,0.0,0.0,-11.006592772901058
vru:medium:0128,medium,19,0.0,0.0,0.0,0.0,0.0,-97.402922809124,0.0,0.0,0.0,0.0,0.0,-11.603123974055052
vru:medium:0129,medium,18,0.0,0.0,0.0,0.0,0.0,-98.1285092420876,0.0,0.0,0.0,0.0,0.0,-83.23399303480983
vru:medium:0130,medium,15,0.0,0.0,0.0,0.0,0.0,-97.64501824975014,0.0,0.0,0.0,0.0,0.0,-81.70866454020143
vru:medium:0131,medium,11,0.0,0.0,0.0,0.0,0.0,-97.76228247210383,0.0,0.0,0.0,0.0,0.0,-83.68411613628268
vru:medium:0132,medium,10,0.0,0.0,0.0,0.0,0.0,-97.30760473757982,0.0,0.0,0.0,0.0,0.0,-4.814295098185539
vru:medium:0133,medium,8,0.0,0.0,0.0,0.0,0.0,-97.13369980454445,0.0,0.0,0.0,0.0,0.0,-81.17677783593535
vru:medium:0134,medium,8,0.0,0.0,0.6666666666666667,0.25207420491928434,0.0,-96.3669284246862,0.0,0.0,0.0,0.0,0.0,-81.01166971027851
vru:medium:0135,medium,7,0.0,0.0,0.0,0.0,0.0,-97.3606021143496,0.0,0.0,0.0,0.0,0.0,-86.10713109374046
vru:medium:0136,medium,6,0.0,0.0,0.0,0.0,0.0,-97.52137027680874,0.0,0.0,0.0,0.0,0.0,-11.110907886177301
vru:medium:0137,medium,6,0.0,0.0,0.0,0.0,0.0,-98.97681511938572,0.0,0.0,0.0,0.0,0.0,-2.0651910454034805
vru:medium:0138,medium,6,0.0,0.0,0.0,0.0,0.0,-99.02875684201717,0.0,0.0,0.0,0.0,0.0,-83.28147185966372
vru:medium:0139,medium,6,0.0,0.0,0.0,0.0,0.0,-96.90990811213851,0.0,0.0,0.0,0.0,0.0,-11.467855889350176
vru:medium:0140,medium,6,0.0,0.0,0.0,0.0,0.0,-97.58280124515295,0.0,0.0,0.0,0.0,0.0,-82.84294698387384
vru:medium:0141,medium,5,0.0,0.0,0.0,0.0,0.0,-103.78851974382997,0.0,0.0,0.0,0.0,0.0,-83.37868144735694
vru:medium:0142,medium,5,-0.2,-0.2,-0.07954545454545454,-0.10699313236726378,-1.0,-97.88120305165648,0.0,0.0,0.0,0.0,0.0,-4.792376887053251
vru:medium:0143,medium,4,0.0,0.0,0.0,0.0,0.0,-97.39666013047099,0.0,0.0,0.0,0.0,0.0,-0.3367098979651928
vru:medium:0144,medium,4,0.0,0.0,0.0,0.0,0.0,-97.7655379101634,0.0,0.0,0.0,0.0,0.0,-78.33721814677119
vru:medium:0145,medium,4,0.0,0.0,0.0,0.0,0.0,-97.52114582806826,0.0,0.0,0.0,0.0,0.0,-1.5765237621963024
vru:medium:0146,medium,4,0.0,0.0,0.0,0.0,0.0,-98.45959628000855,0.0,0.0,0.0,0.0,0.0,-1.5980470925569534
vru:medium:0147,medium,4,0.0,0.0,0.0,0.0,0.0,-97.89709001779556,0.0,0.0,0.0,0.0,0.0,-77.9558070935309
vru:medium:0148,medium,4,0.0,0.0,0.0,0.0,0.0,-96.39233909547329,0.0,0.0,0.0,0.0,0.0,-9.019386023283005
vru:medium:0149,medium,3,0.0,0.0,0.0,0.0,0.0,-95.54218873381615,0.0,0.0,0.0,0.0,0.0,-0.2894219942390919
vru:medium:0150,medium,3,-0.33333333333333337,0.0,-0.5,-0.3156227711124426,0.0,-95.39189515635371,0.0,0.0,0.0,0.0,0.0,-8.88270465657115
vru:medium:0151,medium,2,0.0,0.0,0.0,0.0,0.0,-94.80257518589497,0.0,0.0,0.0,0.0,0.0,-62.38087685778737
vru:medium:0152,medium,2,0.0,0.0,0.0,0.0,0.0,-96.03671031072736,0.0,0.0,0.0,0.0,0.0,-9.714747779071331
vru:medium:0153,medium,2,0.0,0.0,0.0,0.0,0.0,-97.52410976216197,0.0,0.0,0.0,0.0,0.0,-0.18647359684109688
vru:medium:0154,medium,2,0.0,0.0,0.0,0.0,0.0,-95.4008400440216,0.0,0.0,0.0,0.0,0.0,-9.750885423272848
vru:medium:0155,medium,2,0.0,0.0,0.0,0.0,0.0,-96.8127939850092,0.0,0.0,0.0,0.0,0.0,-0.017389189451932907
vru:medium:0156,medium,2,0.0,0.0,0.0,0.0,0.0,-97.2750373184681,0.0,0.0,0.0,0.0,0.0,-1.547651831060648
vru:medium:0157,medium,2,0.0,0.0,0.0,0.0,0.0,-95.43989831581712,0.0,0.0,0.0,0.0,0.0,-4.849560558795929
vru:medium:0158,medium,2,0.0,0.0,0.0,0.0,0.0,-94.95397983118892,0.0,0.0,0.0,0.0,0.0,-9.006539359688759
vru:strong:0159,strong,151,0.0,0.0,0.0,0.0,0.0,-98.39044138789177,0.0,0.0,0.0,0.0,0.0,-27.36837789416313
vru:strong:0160,strong,69,0.0,0.0,0.0,0.0,0.0,-101.85144701972604,0.0,0.0,0.0,0.0,0.0,-16.402384731918573
vru:strong:0161,strong,68,0.0,0.0,0.0,0.0,0.0,-98.22513116523623,0.0,0.0,0.0,0.0,0.0,-27.919954620301723
vru:strong:0162,strong,49,0.0,0.0,0.0,0.0,0.0,-99.02545064687729,0.0,0.0,0.0,0.0,0.0,-15.512065961956978
vru:strong:0163,strong,47,0.0,0.0,0.0,0.0,0.0,-100.26631131768227,0.0,0.0,0.0,0.0,0.0,-5.567070096731186
vru:strong:0164,strong,25,0.0,0.0,0.0,0.0,0.0,-99.96633417904377,0.0,0.0,0.0,0.0,0.0,-28.23725715279579
vru:strong:0165,strong,25,0.0,0.0,0.0,0.0,0.0,-98.75237988308072,0.0,0.0,0.0,0.0,0.0,-5.037349183112383
vru:strong:0166,strong,25,0.0,0.0,0.0,0.0,0.0,-99.62625056505203,0.0,0.0,0.0,0.0,0.0,-15.836915001273155
vru:strong:0167,strong,25,0.08,0.0,0.9230769230769231,0.2984900352767555,1.0,-100.16186721622944,0.0,0.0,0.0,0.0,0.0,-5.187335889786482
vru:strong:0168,strong,24,0.0,0.0,0.0,0.0,0.0,-100.59821140021086,0.0,0.0,0.0,0.0,0.0,-7.610374595969915
vru:strong:0169,strong,18,0.0,0.0,0.0,0.0,0.0,-100.85755307227373,0.0,0.0,0.0,0.0,0.0,-1.2956815771758556
vru:strong:0170,strong,18,-0.2222222222222222,-0.22222222222222224,-0.19444444444444445,-0.33169367308920716,-1.0,-99.2551576346159,0.0,0.0,0.0,0.0,0.0,-5.185781046748161
vru:strong:0171,strong,17,0.0,0.0,0.0,0.0,0.0,-99.96040025725961,0.0,0.0,0.0,0.0,0.0,-6.906773895025253
vru:strong:0172,strong,17,0.0,0.0,0.0,0.0,0.0,-102.86265891045332,0.0,0.0,0.0,0.0,0.0,-3.678790759295225
vru:strong:0173,strong,15,0.0,0.0,0.0,0.0,0.0,-99.45158008486032,0.0,0.0,0.0,0.0,0.0,-3.451843746006489
vru:strong:0174,strong,14,0.0,0.0,0.0,0.0,0.0,-96.81927831843495,0.0,0.0,0.0,0.0,0.0,-6.518078967928886
vru:strong:0175,strong,13,0.0,0.0,0.0,0.0,0.0,-99.69075210392475,0.0,0.0,0.0,0.0,0.0,-6.831318140029907
vru:strong:0176,strong,12,0.0,0.0,0.0,0.0,0.0,-99.86669616773725,0.0,0.0,0.0,0.0,0.0,-5.392991006374359
vru:strong:0177,strong,11,0.0,0.0,0.0,0.0,0.0,-100.3317553550005,0.0,0.0,0.0,0.0,0.0,-28.34476111456752
vru:strong:0178,strong,11,0.0,0.0,0.0,0.0,0.0,-98.68079330772161,0.0,0.0,0.0,0.0,0.0,-27.95249642804265
vru:strong:0179,strong,10,0.0,0.0,0.0,0.0,0.0,-98.88576809316874,0.0,0.0,0.0,0.0,0.0,-15.735344029963017
vru:strong:0180,strong,10,0.0,0.0,0.0,0.0,0.0,-98.7643520347774,0.0,0.0,0.0,0.0,0.0,-32.32000907883048
vru:strong:0181,strong,9,0.0,0.0,0.0,0.0,0.0,-97.17072732746601,0.0,0.0,0.0,0.0,0.0,0.10892609134316444
vru:strong:0182,strong,8,0.0,0.0,0.0,0.0,0.0,-97.33463730663061,0.0,0.0,0.0,0.0,0.0,0.20042713731527328
vru:strong:0183,strong,8,0.0,0.0,0.0,0.0,0.0,-97.06630185246468,0.0,0.0,0.0,0.0,0.0,-0.33061765134334564
vru:strong:0184,strong,7,0.0,0.0,0.0,0.0,0.0,-100.42039910331368,0.0,0.0,0.0,0.0,0.0,-3.390745259821415
vru:strong:0185,strong,7,0.0,0.0,0.0,0.0,0.0,-97.1908112987876,0.0,0.0,0.0,0.0,0.0,-32.583697233349085
vru:strong:0186,strong,6,0.16666666666666666,-0.5,0.023809523809523808,0.09439339745964798,0.0,-98.33288472145796,0.0,0.0,0.0,0.0,0.0,-21.15686098113656
vru:strong:0187,strong,6,0.0,0.0,0.0,0.0,0.0,-94.91761587560177,0.0,0.0,0.0,0.0,0.0,-35.19888175651431
vru:strong:0188,strong,5,0.0,0.0,0.0,0.0,0.0,-98.4987304545939,0.0,0.0,0.0,0.0,0.0,0.0703008845448494
vru:strong:0189,strong,5,0.0,0.0,0.0,0.0,0.0,-98.41659292578697,0.0,0.0,0.0,0.0,0.0,0.22198166698217392
vru:strong:0190,strong,5,0.0,0.0,0.0,0.0,0.0,-97.28470910340548,0.0,0.0,0.0,0.0,0.0,-0.21989084780216217
vru:strong:0191,strong,5,0.0,0.0,0.0,0.0,0.0,-97.78673620894551,0.0,0.0,0.0,0.0,0.0,-7.9114241525530815
vru:strong:0192,strong,5,0.0,0.0,0.0,0.0,0.0,-97.18535095453262,0.0,0.0,0.0,0.0,0.0,-18.62615207210183
vru:strong:0193,strong,4,0.0,0.0,0.0,0.0,0.0,-96.6486381366849,0.0,0.0,0.0,0.0,0.0,-3.4829387441277504
vru:strong:0194,strong,4,0.0,0.0,0.0,0.0,0.0,-96.90749598667026,0.0,0.0,0.0,0.0,0.0,-0.19483687356114388
vru:strong:0195,strong,4,0.0,0.0,0.0,0.0,0.0,-96.75346035510302,0.0,0.0,0.0,0.0,0.0,-34.93553912267089
vru:strong:0196,strong,4,0.0,0.0,0.0,0.0,0.0,-96.20640426874161,0.0,0.0,0.0,0.0,0.0,0.24444609880447388
vru:strong:0197,strong,4,0.0,0.0,0.0,0.0,0.0,-95.84203781560063,0.0,0.0,0.0,0.0,0.0,0.11928798630833626
vru:strong:0198,strong,4,0.0,0.0,0.0,0.0,0.0,-129.57424111664295,0.0,0.0,0.0,0.0,0.0,-38.61657064408064
vru:strong:0199,strong,3,0.0,0.0,0.0,0.0,0.0,-129.10569366067648,0.0,0.0,0.0,0.0,0.0,0.6288751028478146
vru:strong:0200,strong,3,0.0,0.0,0.0,0.0,0.0,-92.91202528402209,0.0,0.0,0.0,0.0,0.0,0.8618063293397427
vru:strong:0201,strong,3,0.0,0.0,0.0,0.0,0.0,-94.19784182682633,0.0,0.0,0.0,0.0,0.0,0.40079792961478233
vru:strong:0202,strong,3,0.0,0.0,0.0,0.0,0.0,-92.63592725619674,0.0,0.0,0.0,0.0,0.0,0.755698885768652
vru:strong:0203,strong,3,-0.3333333333333333,-0.33333333333333337,-0.25,-0.23524153732514672,0.0,-95.5678871832788,0.0,0.0,0.0,0.0,0.0,-0.23453403264284134
vru:strong:0204,strong,3,0.0,-0.6666666666666667,0.5,0.17319681505689122,0.0,-94.4136492908001,0.0,0.0,0.0,0.0,0.0,-6.379046943038702
vru:strong:0205,strong,3,0.0,0.0,0.0,0.0,0.0,-93.9269931986928,0.0,0.0,0.0,0.0,0.0,-0.49756886437535286
vru:strong:0206,strong,3,0.0,0.0,0.0,0.0,0.0,-95.37241514772177,0.0,0.0,0.0,0.0,0.0,-0.36204326897859573
vru:strong:0207,strong,3,0.0,-0.3333333333333333,-0.026565464895635674,0.0,0.0,-94.39576091244817,0.0,0.0,0.0,0.0,0.0,0.48039667308330536
vru:strong:0208,strong,3,0.0,0.0,-0.006208425720620844,0.0,0.0,-94.57569755613804,0.0,0.0,0.0,0.0,0.0,-1.2446418404579163
vru:strong:0209,strong,3,0.0,0.0,0.0,0.0,0.0,-93.51016161963344,0.0,0.0,0.0,0.0,0.0,0.5246368236839771
vru:strong:0210,strong,3,0.0,0.0,0.0,0.0,0.0,-94.21259583905339,0.0,0.0,0.0,0.0,0.0,-14.259280171245337
vru:strong:0211,strong,3,0.0,0.0,0.0,-0.06705754738186831,0.0,-96.69241774827242,0.0,0.0,0.0,0.0,0.0,-6.22218893840909
vru:strong:0212,strong,3,0.0,0.0,-0.16666666666666666,-0.06747890804517592,0.0,-96.91209672018886,0.0,0.0,0.0,0.0,0.0,-27.253666892647743
vru:strong:0213,strong,2,0.0,0.0,0.0,0.0,0.0,-97.87909779697657,0.0,0.0,0.0,0.0,0.0,-0.3586001694202423
vru:strong:0214,strong,2,0.0,0.0,0.0,0.0,0.0,-96.6992462053895,0.0,0.0,0.0,0.0,0.0,0.4950636066496372
vru:strong:0215,strong,2,0.0,0.0,0.0,0.0,0.0,-95.00967431813478,0.0,0.0,0.0,0.0,0.0,-1.3465438969433308
vru:strong:0216,strong,2,0.0,0.0,0.0,0.0,0.0,-95.13213578611612,0.0,0.0,0.0,0.0,0.0,0.36283349618315697
vru:strong:0217,strong,2,0.0,0.0,0.0,0.0,0.0,-94.46023730561137,0.0,0.0,0.0,0.0,0.0,-0.42906496673822403
vru:strong:0218,strong,2,0.0,0.0,0.0,0.0,0.0,-93.89213239774108,0.0,0.0,0.0,0.0,0.0,1.0295333340764046
vru:strong:0219,strong,2,0.0,0.5,0.03535353535353536,0.0,0.0,-94.35749612748623,0.0,0.0,0.0,0.0,0.0,-3.4021390601992607
vru:strong:0220,strong,2,0.0,0.0,0.0,0.0,0.0,-94.07969424501061,0.0,0.0,0.0,0.0,0.0,0.7513170130550861
vru:strong:0221,strong,2,0.0,0.0,0.0,0.0,0.0,-94.04657129198313,0.0,0.0,0.0,0.0,0.0,-6.043153814971447
vru:strong:0222,strong,2,0.0,0.0,0.0,0.0,0.0,-94.88329896703362,0.0,0.0,0.0,0.0,0.0,-26.995182037353516
