strategy,query_id,difficulty,recall_at_1,hit_at_1,recall_at_5,hit_at_5,recall_at_10,hit_at_10,recall_at_20,hit_at_20,mrr,ndcg_at_10
B0_metadata_only,vru2:weather_light:0003,weather_light,0.002386634844868735,1.0,0.011933174224343675,1.0,0.01909307875894988,1.0,0.03818615751789976,1.0,1.0,0.8579809428223729
B0_metadata_only,vru2:weather_light:0004,weather_light,0.002386634844868735,1.0,0.011933174224343675,1.0,0.014319809069212411,1.0,0.014319809069212411,1.0,1.0,0.7222954974312066
B0_metadata_only,vru2:weather_light:0005,weather_light,0.002386634844868735,1.0,0.00954653937947494,1.0,0.021479713603818614,1.0,0.02386634844868735,1.0,1.0,0.8899541168509599
B0_metadata_only,vru2:weather_light:0006,weather_light,0.002386634844868735,1.0,0.007159904534606206,1.0,0.007159904534606206,1.0,0.014319809069212411,1.0,1.0,0.46900009332067477
B0_metadata_only,vru2:weather_light:0013,weather_light,0.005076142131979695,1.0,0.01015228426395939,1.0,0.015228426395939087,1.0,0.015228426395939087,1.0,1.0,0.42838543210841196
B0_metadata_only,vru2:weather_light:0014,weather_light,0.0,0.0,0.0,0.0,0.01015228426395939,1.0,0.03553299492385787,1.0,0.16666666666666666,0.14782949091545258
B0_metadata_only,vru2:weather_light:0015,weather_light,0.0,0.0,0.0,0.0,0.01015228426395939,1.0,0.02030456852791878,1.0,0.16666666666666666,0.14201905717762706
B0_metadata_only,vru2:weather_light:0016,weather_light,0.0,0.0,0.005076142131979695,1.0,0.005076142131979695,1.0,0.01015228426395939,1.0,0.3333333333333333,0.11004588314904008
B0_metadata_only,vru2:weather_light:0026,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.0
B0_metadata_only,vru2:weather_light:0027,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0423728813559322,1.0,0.09090909090909091,0.0
B0_metadata_only,vru2:weather_light:0028,weather_light,0.0,0.0,0.0,0.0,0.00847457627118644,1.0,0.00847457627118644,1.0,0.1111111111111111,0.06625422345438903
B0_metadata_only,vru2:weather_light:0035,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B0_metadata_only,vru2:weather_light:0036,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0
B0_metadata_only,vru2:weather_light:0043,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.11363636363636363,1.0,0.09090909090909091,0.0
B0_metadata_only,vru2:weather_light:0044,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B0_metadata_only,vru2:weather_light:0050,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B0_metadata_only,vru2:weather_light:0057,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B0_metadata_only,vru2:weather_light:0061,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B0_metadata_only,vru2:weather_light:0065,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B0_metadata_only,vru2:weather_light:0069,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B0_metadata_only,vru2:weather_light:0073,weather_light,0.0,0.0,0.25,1.0,0.25,1.0,0.25,1.0,0.3333333333333333,0.23540784400158446
B0_metadata_only,vru2:weather_light:0077,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B0_metadata_only,vru2:weather_light:0080,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B0_metadata_only,vru2:weather_light:0085,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B1_bm25_only,vru2:location:0010,location,0.0,0.0,0.002386634844868735,1.0,0.007159904534606206,1.0,0.02386634844868735,1.0,0.2,0.22979561007468532
B1_bm25_only,vru2:location:0011,location,0.002386634844868735,1.0,0.002386634844868735,1.0,0.007159904534606206,1.0,0.021479713603818614,1.0,1.0,0.35577721168924653
B1_bm25_only,vru2:location:0022,location,0.0,0.0,0.0,0.0,0.01015228426395939,1.0,0.01015228426395939,1.0,0.125,0.13568544539116628
B1_bm25_only,vru2:location:0023,location,0.0,0.0,0.01015228426395939,1.0,0.02030456852791878,1.0,0.025380710659898477,1.0,0.25,0.32458397444423615
B1_bm25_only,vru2:location:0024,location,0.0,0.0,0.01015228426395939,1.0,0.01015228426395939,1.0,0.015228426395939087,1.0,0.3333333333333333,0.20483424751859086
B1_bm25_only,vru2:location:0032,location,0.00847457627118644,1.0,0.01694915254237288,1.0,0.01694915254237288,1.0,0.0423728813559322,1.0,1.0,0.30523488393970116
B1_bm25_only,vru2:location:0033,location,0.00847457627118644,1.0,0.00847457627118644,1.0,0.01694915254237288,1.0,0.01694915254237288,1.0,1.0,0.2863459897524692
B1_bm25_only,vru2:location:0040,location,0.0,0.0,0.01282051282051282,1.0,0.01282051282051282,1.0,0.01282051282051282,1.0,0.5,0.13886244387355454
B1_bm25_only,vru2:location:0041,location,0.0,0.0,0.01282051282051282,1.0,0.01282051282051282,1.0,0.02564102564102564,1.0,0.5,0.13886244387355454
B1_bm25_only,vru2:location:0047,location,0.022727272727272728,1.0,0.022727272727272728,1.0,0.022727272727272728,1.0,0.045454545454545456,1.0,1.0,0.22009176629808017
B1_bm25_only,vru2:location:0048,location,0.0,0.0,0.022727272727272728,1.0,0.022727272727272728,1.0,0.022727272727272728,1.0,0.3333333333333333,0.11004588314904008
B1_bm25_only,vru2:location:0054,location,0.0,0.0,0.03125,1.0,0.03125,1.0,0.0625,1.0,0.5,0.13886244387355454
B1_bm25_only,vru2:location:0055,location,0.0,0.0,0.0625,1.0,0.0625,1.0,0.09375,1.0,0.3333333333333333,0.20483424751859086
B1_bm25_only,vru2:location:0059,location,0.0,0.0,0.05263157894736842,1.0,0.05263157894736842,1.0,0.05263157894736842,1.0,0.5,0.13886244387355454
B1_bm25_only,vru2:location:0063,location,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0
B1_bm25_only,vru2:location:0067,location,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B1_bm25_only,vru2:location:0071,location,0.0,0.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.25,0.09478836436955078
B1_bm25_only,vru2:location:0075,location,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.09090909090909091,0.0
B1_bm25_only,vru2:location:0078,location,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B1_bm25_only,vru2:location:0082,location,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0
B1_bm25_only,vru2:nofilter:0001,nofilter,0.0,0.0,0.00477326968973747,1.0,0.007159904534606206,1.0,0.014319809069212411,1.0,0.25,0.2583297509898471
B1_bm25_only,vru2:nofilter:0012,nofilter,0.0,0.0,0.0,0.0,0.005076142131979695,1.0,0.015228426395939087,1.0,0.14285714285714285,0.07336392209936006
B1_bm25_only,vru2:nofilter:0025,nofilter,0.00847457627118644,1.0,0.00847457627118644,1.0,0.01694915254237288,1.0,0.03389830508474576,1.0,1.0,0.28952298823485745
B1_bm25_only,vru2:nofilter:0034,nofilter,0.0,0.0,0.0,0.0,0.038461538461538464,1.0,0.0641025641025641,1.0,0.16666666666666666,0.22119341301481263
B1_bm25_only,vru2:nofilter:0042,nofilter,0.0,0.0,0.0,0.0,0.022727272727272728,1.0,0.045454545454545456,1.0,0.1,0.0636207881989517
B1_bm25_only,vru2:nofilter:0049,nofilter,0.0,0.0,0.03125,1.0,0.0625,1.0,0.09375,1.0,0.5,0.2122263659729146
B1_bm25_only,vru2:nofilter:0056,nofilter,0.05263157894736842,1.0,0.05263157894736842,1.0,0.05263157894736842,1.0,0.10526315789473684,1.0,1.0,0.22009176629808017
B1_bm25_only,vru2:nofilter:0060,nofilter,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,1.0,0.05,0.0
B1_bm25_only,vru2:nofilter:0064,nofilter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B1_bm25_only,vru2:nofilter:0068,nofilter,0.0,0.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.18181818181818182,1.0,0.25,0.09478836436955078
B1_bm25_only,vru2:nofilter:0072,nofilter,0.0,0.0,0.125,1.0,0.5,1.0,0.625,1.0,0.3333333333333333,0.36948273704255435
B1_bm25_only,vru2:nofilter:0076,nofilter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0
B1_bm25_only,vru2:nofilter:0079,nofilter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0
B1_bm25_only,vru2:nofilter:0083,nofilter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0
B1_bm25_only,vru2:nofilter:0084,nofilter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0
B1_bm25_only,vru2:road_type:0007,road_type,0.0,0.0,0.00477326968973747,1.0,0.007159904534606206,1.0,0.014319809069212411,1.0,0.5,0.30701473034246535
B1_bm25_only,vru2:road_type:0008,road_type,0.0,0.0,0.002386634844868735,1.0,0.007159904534606206,1.0,0.01909307875894988,1.0,0.5,0.27191445400928355
B1_bm25_only,vru2:road_type:0009,road_type,0.0,0.0,0.00477326968973747,1.0,0.007159904534606206,1.0,0.014319809069212411,1.0,0.5,0.29343678345195284
B1_bm25_only,vru2:road_type:0017,road_type,0.0,0.0,0.0,0.0,0.005076142131979695,1.0,0.02030456852791878,1.0,0.125,0.06943122193677727
B1_bm25_only,vru2:road_type:0018,road_type,0.0,0.0,0.0,0.0,0.0,0.0,0.005076142131979695,1.0,0.09090909090909091,0.0
B1_bm25_only,vru2:road_type:0019,road_type,0.0,0.0,0.0,0.0,0.0,0.0,0.01015228426395939,1.0,0.09090909090909091,0.0
B1_bm25_only,vru2:road_type:0020,road_type,0.0,0.0,0.005076142131979695,1.0,0.01015228426395939,1.0,0.02030456852791878,1.0,0.3333333333333333,0.17630010660342912
B1_bm25_only,vru2:road_type:0021,road_type,0.0,0.0,0.005076142131979695,1.0,0.005076142131979695,1.0,0.015228426395939087,1.0,0.3333333333333333,0.11004588314904008
B1_bm25_only,vru2:road_type:0029,road_type,0.00847457627118644,1.0,0.00847457627118644,1.0,0.03389830508474576,1.0,0.05084745762711865,1.0,1.0,0.43154204541248453
B1_bm25_only,vru2:road_type:0030,road_type,0.00847457627118644,1.0,0.01694915254237288,1.0,0.01694915254237288,1.0,0.03389830508474576,1.0,1.0,0.31488013066763093
B1_bm25_only,vru2:road_type:0031,road_type,0.00847457627118644,1.0,0.00847457627118644,1.0,0.025423728813559324,1.0,0.03389830508474576,1.0,1.0,0.3531437764338092
B1_bm25_only,vru2:road_type:0037,road_type,0.0,0.0,0.02564102564102564,1.0,0.02564102564102564,1.0,0.0641025641025641,1.0,0.5,0.22400556151517553
B1_bm25_only,vru2:road_type:0038,road_type,0.0,0.0,0.01282051282051282,1.0,0.02564102564102564,1.0,0.07692307692307693,1.0,0.3333333333333333,0.1884441521277154
B1_bm25_only,vru2:road_type:0039,road_type,0.0,0.0,0.038461538461538464,1.0,0.0641025641025641,1.0,0.07692307692307693,1.0,0.5,0.4671034547999446
B1_bm25_only,vru2:road_type:0045,road_type,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,1.0,0.06666666666666667,0.0
B1_bm25_only,vru2:road_type:0046,road_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0
B1_bm25_only,vru2:road_type:0051,road_type,0.0,0.0,0.0,0.0,0.0625,1.0,0.125,1.0,0.16666666666666666,0.14201905717762706
B1_bm25_only,vru2:road_type:0052,road_type,0.0,0.0,0.03125,1.0,0.09375,1.0,0.09375,1.0,0.2,0.23297260855707358
B1_bm25_only,vru2:road_type:0053,road_type,0.0,0.0,0.03125,1.0,0.09375,1.0,0.09375,1.0,0.25,0.2246633760228915
B1_bm25_only,vru2:road_type:0058,road_type,0.0,0.0,0.05263157894736842,1.0,0.05263157894736842,1.0,0.10526315789473684,1.0,0.3333333333333333,0.11004588314904008
B1_bm25_only,vru2:road_type:0062,road_type,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,1.0,0.05555555555555555,0.0
B1_bm25_only,vru2:road_type:0066,road_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B1_bm25_only,vru2:road_type:0070,road_type,0.0,0.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.2727272727272727,1.0,0.25,0.09478836436955078
B1_bm25_only,vru2:road_type:0074,road_type,0.0,0.0,0.125,1.0,0.25,1.0,0.625,1.0,0.2,0.1776461331976086
B1_bm25_only,vru2:road_type:0081,road_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0
B1_bm25_only,vru2:weather_light:0002,weather_light,0.002386634844868735,1.0,0.00477326968973747,1.0,0.007159904534606206,1.0,0.021479713603818614,1.0,1.0,0.3785009188665826
B1_bm25_only,vru2:weather_light:0003,weather_light,0.0,0.0,0.00477326968973747,1.0,0.007159904534606206,1.0,0.021479713603818614,1.0,0.5,0.3222722491219547
B1_bm25_only,vru2:weather_light:0004,weather_light,0.0,0.0,0.0,0.0,0.002386634844868735,1.0,0.007159904534606206,1.0,0.14285714285714285,0.07336392209936006
B1_bm25_only,vru2:weather_light:0005,weather_light,0.002386634844868735,1.0,0.00477326968973747,1.0,0.011933174224343675,1.0,0.021479713603818614,1.0,1.0,0.5142842514302276
B1_bm25_only,vru2:weather_light:0006,weather_light,0.002386634844868735,1.0,0.002386634844868735,1.0,0.00477326968973747,1.0,0.01909307875894988,1.0,1.0,0.2984900352767555
B1_bm25_only,vru2:weather_light:0013,weather_light,0.0,0.0,0.0,0.0,0.005076142131979695,1.0,0.015228426395939087,1.0,0.125,0.06943122193677727
B1_bm25_only,vru2:weather_light:0014,weather_light,0.0,0.0,0.0,0.0,0.005076142131979695,1.0,0.02030456852791878,1.0,0.1,0.0636207881989517
B1_bm25_only,vru2:weather_light:0015,weather_light,0.0,0.0,0.0,0.0,0.005076142131979695,1.0,0.015228426395939087,1.0,0.125,0.06943122193677727
B1_bm25_only,vru2:weather_light:0016,weather_light,0.0,0.0,0.0,0.0,0.005076142131979695,1.0,0.015228426395939087,1.0,0.14285714285714285,0.07336392209936006
B1_bm25_only,vru2:weather_light:0026,weather_light,0.0,0.0,0.025423728813559324,1.0,0.0423728813559322,1.0,0.06779661016949153,1.0,0.5,0.47366959021796473
B1_bm25_only,vru2:weather_light:0027,weather_light,0.0,0.0,0.025423728813559324,1.0,0.059322033898305086,1.0,0.059322033898305086,1.0,0.5,0.6311443278613471
B1_bm25_only,vru2:weather_light:0028,weather_light,0.00847457627118644,1.0,0.01694915254237288,1.0,0.025423728813559324,1.0,0.0423728813559322,1.0,1.0,0.3995688713838975
B1_bm25_only,vru2:weather_light:0035,weather_light,0.01282051282051282,1.0,0.01282051282051282,1.0,0.01282051282051282,1.0,0.05128205128205128,1.0,1.0,0.22009176629808017
B1_bm25_only,vru2:weather_light:0036,weather_light,0.0,0.0,0.01282051282051282,1.0,0.01282051282051282,1.0,0.038461538461538464,1.0,0.5,0.13886244387355454
B1_bm25_only,vru2:weather_light:0043,weather_light,0.0,0.0,0.045454545454545456,1.0,0.045454545454545456,1.0,0.09090909090909091,1.0,0.5,0.2489083270225946
B1_bm25_only,vru2:weather_light:0044,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.0,0.07692307692307693,0.0
B1_bm25_only,vru2:weather_light:0050,weather_light,0.0,0.0,0.0,0.0,0.0625,1.0,0.0625,1.0,0.125,0.13568544539116628
B1_bm25_only,vru2:weather_light:0057,weather_light,0.05263157894736842,1.0,0.05263157894736842,1.0,0.05263157894736842,1.0,0.05263157894736842,1.0,1.0,0.22009176629808017
B1_bm25_only,vru2:weather_light:0061,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0
B1_bm25_only,vru2:weather_light:0065,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B1_bm25_only,vru2:weather_light:0069,weather_light,0.0,0.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.2727272727272727,1.0,0.5,0.13886244387355454
B1_bm25_only,vru2:weather_light:0073,weather_light,0.0,0.0,0.0,0.0,0.25,1.0,0.75,1.0,0.16666666666666666,0.1744142429082534
B1_bm25_only,vru2:weather_light:0077,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0
B1_bm25_only,vru2:weather_light:0080,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B1_bm25_only,vru2:weather_light:0085,weather_light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0
B2_vector_only,vru2:location:0010,location,0.0,0.0,0.00477326968973747,1.0,0.011933174224343675,1.0,0.02386634844868735,1.0,0.3333333333333333,0.41628452663299514
B2_vector_only,vru2:location:0011,location,0.0,0.0,0.00477326968973747,1.0,0.011933174224343675,1.0,0.028639618138424822,1.0,0.5,0.4451989745299882
B2_vector_only,vru2:location:0022,location,0.0,0.0,0.005076142131979695,1.0,0.015228426395939087,1.0,0.030456852791878174,1.0,0.25,0.24261785528500338
B2_vector_only,vru2:location:0023,location,0.0,0.0,0.01015228426395939,1.0,0.015228426395939087,1.0,0.025380710659898477,1.0,0.3333333333333333,0.27426546945536806
B2_vector_only,vru2:location:0024,location,0.0,0.0,0.0,0.0,0.01015228426395939,1.0,0.025380710659898477,1.0,0.1111111111111111,0.12987501165334073
B2_vector_only,vru2:location:0032,location,0.0,0.0,0.025423728813559324,1.0,0.059322033898305086,1.0,0.09322033898305085,1.0,0.5,0.6036081270984905
B2_vector_only,vru2:location:0033,location,0.00847457627118644,1.0,0.00847457627118644,1.0,0.025423728813559324,1.0,0.06779661016949153,1.0,1.0,0.35577721168924653
B2_vector_only,vru2:location:0040,location,0.0,0.0,0.0,0.0,0.01282051282051282,1.0,0.02564102564102564,1.0,0.14285714285714285,0.07336392209936006
B2_vector_only,vru2:location:0041,location,0.0,0.0,0.0,0.0,0.01282051282051282,1.0,0.038461538461538464,1.0,0.1111111111111111,0.06625422345438903
B2_vector_only,vru2:location:0047,location,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,1.0,0.05263157894736842,0.0
B2_vector_only,vru2:location:0048,location,0.0,0.0,0.0,0.0,0.022727272727272728,1.0,0.022727272727272728,1.0,0.14285714285714285,0.07336392209936006
B2_vector_only,vru2:location:0054,location,0.0,0.0,0.0625,1.0,0.125,1.0,0.15625,1.0,0.5,0.3764459522792426
