clip_id,c1,c2,event_class,source_split,better_view,worse_view,better_area,worse_area,area_ratio,stratum
aihub_multi_angle_cctv:Validation:bl_e0317,89712.0,30685.333333333332,경계선을 통한 침입,Validation,c1,c2,89712.0,30685.333333333332,2.9236117146084992,asymmetric
aihub_multi_angle_cctv:Training:ab_e0784,23167.666666666668,10264.0,비정상적인 경로로의 침범,Training,c1,c2,23167.666666666668,10264.0,2.257177188880229,asymmetric
aihub_multi_angle_cctv:Validation:ab_e0567,40134.666666666664,9629.0,비정상적인 경로로의 침범,Validation,c1,c2,40134.666666666664,9629.0,4.168103299061862,asymmetric
aihub_multi_angle_cctv:Training:ph_e2035,121026.33333333333,49142.333333333336,신체적 충돌을 동반한 싸움,Training,c1,c2,121026.33333333333,49142.333333333336,2.462771405509167,asymmetric
aihub_multi_angle_cctv:Validation:ph_e2044,36201.0,95418.0,신체적 충돌을 동반한 싸움,Validation,c2,c1,95418.0,36201.0,2.635783541891108,asymmetric
aihub_multi_angle_cctv:Training:ms_e3570,29708.666666666668,60618.333333333336,오토바이 인도 주행,Training,c2,c1,60618.333333333336,29708.666666666668,2.040425913874739,asymmetric
aihub_multi_angle_cctv:Validation:ms_e3280,48766.0,15849.666666666666,오토바이 인도 주행,Validation,c1,c2,48766.0,15849.666666666666,3.0767839491892577,asymmetric
aihub_multi_angle_cctv:Training:md_e2275,76944.33333333333,32199.333333333332,이륜 이동수단 운전자 1인 헬멧 미착용,Training,c1,c2,76944.33333333333,32199.333333333332,2.38962504399677,asymmetric
aihub_multi_angle_cctv:Validation:md_e2282,60047.333333333336,11351.666666666666,이륜 이동수단 운전자 1인 헬멧 미착용,Validation,c1,c2,60047.333333333336,11351.666666666666,5.289737189839966,asymmetric
aihub_multi_angle_cctv:Training:mp_e2840,98171.33333333333,45528.333333333336,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,Training,c1,c2,98171.33333333333,45528.333333333336,2.156268990006223,asymmetric
aihub_multi_angle_cctv:Validation:mp_e2838,110445.66666666667,28189.333333333332,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,Validation,c1,c2,110445.66666666667,28189.333333333332,3.917994986283228,asymmetric
aihub_multi_angle_cctv:Training:bs_e4550,27501.0,12202.666666666666,자전거 인도 주행,Training,c1,c2,27501.0,12202.666666666666,2.2536877185314688,asymmetric
aihub_multi_angle_cctv:Validation:bs_e4254,29479.0,6956.333333333333,자전거 인도 주행,Validation,c1,c2,29479.0,6956.333333333333,4.237721021611002,asymmetric
aihub_multi_angle_cctv:Training:st_e4721,34029.333333333336,68290.33333333333,전동킥보드 앞뒤 2인 탑승,Training,c2,c1,68290.33333333333,34029.333333333336,2.0068078520492123,asymmetric
aihub_multi_angle_cctv:Validation:st_e4715,23084.0,57957.666666666664,전동킥보드 앞뒤 2인 탑승,Validation,c2,c1,57957.666666666664,23084.0,2.510728932016404,asymmetric
aihub_multi_angle_cctv:Training:es_e3941,23512.666666666668,5817.0,전동킥보드 인도 주행,Training,c1,c2,23512.666666666668,5817.0,4.042060626898172,asymmetric
aihub_multi_angle_cctv:Validation:es_e3696,37111.0,5241.333333333333,전동킥보드 인도 주행,Validation,c1,c2,37111.0,5241.333333333333,7.080450267107607,asymmetric
aihub_multi_angle_cctv:Training:lo_e1270,49955.0,21000.333333333332,특정 구역 내 지속 배회,Training,c1,c2,49955.0,21000.333333333332,2.3787717655275316,asymmetric
aihub_multi_angle_cctv:Validation:lo_e1124,48641.333333333336,17362.333333333332,특정 구역 내 지속 배회,Validation,c1,c2,48641.333333333336,17362.333333333332,2.8015435713325787,asymmetric
aihub_multi_angle_cctv:Training:fp_e1536,128095.0,61383.333333333336,특정 인물을 뒤따라가며 배회,Training,c1,c2,128095.0,61383.333333333336,2.086804235677437,asymmetric
aihub_multi_angle_cctv:Validation:fp_e1511,36003.0,85643.0,특정 인물을 뒤따라가며 배회,Validation,c2,c1,85643.0,36003.0,2.378773991056301,asymmetric
aihub_multi_angle_cctv:Training:bl_e0090,46137.333333333336,11088.666666666666,경계선을 통한 침입,Training,c1,c2,46137.333333333336,11088.666666666666,4.160764744784465,asymmetric
aihub_multi_angle_cctv:Validation:bl_e0183,85836.0,40719.666666666664,경계선을 통한 침입,Validation,c1,c2,85836.0,40719.666666666664,2.1079740338411415,asymmetric
aihub_multi_angle_cctv:Training:ab_e0847,121582.0,49199.666666666664,비정상적인 경로로의 침범,Training,c1,c2,121582.0,49199.666666666664,2.471195604306262,asymmetric
aihub_multi_angle_cctv:Validation:ab_e0599,10940.666666666666,24489.0,비정상적인 경로로의 침범,Validation,c2,c1,24489.0,10940.666666666666,2.2383462311863993,asymmetric
aihub_multi_angle_cctv:Training:ph_e2034,101474.33333333333,46974.333333333336,신체적 충돌을 동반한 싸움,Training,c1,c2,101474.33333333333,46974.333333333336,2.160208056882127,asymmetric
aihub_multi_angle_cctv:Training:ms_e3223,19940.333333333332,48171.0,오토바이 인도 주행,Training,c2,c1,48171.0,19940.333333333332,2.4157570084084186,asymmetric
aihub_multi_angle_cctv:Validation:ms_e3510,11254.0,29133.0,오토바이 인도 주행,Validation,c2,c1,29133.0,11254.0,2.588679580593567,asymmetric
aihub_multi_angle_cctv:Training:md_e2266,107178.66666666667,37207.0,이륜 이동수단 운전자 1인 헬멧 미착용,Training,c1,c2,107178.66666666667,37207.0,2.8806049040951076,asymmetric
aihub_multi_angle_cctv:Validation:md_e2272,92451.0,18468.333333333332,이륜 이동수단 운전자 1인 헬멧 미착용,Validation,c1,c2,92451.0,18468.333333333332,5.00592004331739,asymmetric
aihub_multi_angle_cctv:Training:mp_e2851,85514.0,31575.333333333332,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,Training,c1,c2,85514.0,31575.333333333332,2.708253277875135,asymmetric
aihub_multi_angle_cctv:Validation:mp_e2859,126076.0,44068.333333333336,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,Validation,c1,c2,126076.0,44068.333333333336,2.860920540070345,asymmetric
aihub_multi_angle_cctv:Training:bs_e4466,74114.33333333333,13871.333333333334,자전거 인도 주행,Training,c1,c2,74114.33333333333,13871.333333333334,5.342985533714614,asymmetric
aihub_multi_angle_cctv:Validation:bs_e4335,9552.0,31422.333333333332,자전거 인도 주행,Validation,c2,c1,31422.333333333332,9552.0,3.289607761027359,asymmetric
aihub_multi_angle_cctv:Training:st_e4853,36932.666666666664,8272.666666666666,전동킥보드 앞뒤 2인 탑승,Training,c1,c2,36932.666666666664,8272.666666666666,4.464420984769119,asymmetric
aihub_multi_angle_cctv:Validation:st_e4688,99719.0,39591.333333333336,전동킥보드 앞뒤 2인 탑승,Validation,c1,c2,99719.0,39591.333333333336,2.51870779800293,asymmetric
aihub_multi_angle_cctv:Training:es_e3877,14257.666666666666,118690.0,전동킥보드 인도 주행,Training,c2,c1,118690.0,14257.666666666666,8.324644051153765,asymmetric
aihub_multi_angle_cctv:Validation:es_e3834,11039.333333333334,30907.0,전동킥보드 인도 주행,Validation,c2,c1,30907.0,11039.333333333334,2.799716166435171,asymmetric
aihub_multi_angle_cctv:Training:lo_e1065,34079.666666666664,10452.0,특정 구역 내 지속 배회,Training,c1,c2,34079.666666666664,10452.0,3.2605880852149505,asymmetric
aihub_multi_angle_cctv:Validation:lo_e1026,39763.333333333336,16838.666666666668,특정 구역 내 지속 배회,Validation,c1,c2,39763.333333333336,16838.666666666668,2.3614300419669014,asymmetric
aihub_multi_angle_cctv:Training:fp_e1986,46283.333333333336,102491.33333333333,특정 인물을 뒤따라가며 배회,Training,c2,c1,102491.33333333333,46283.333333333336,2.2144328411955345,asymmetric
aihub_multi_angle_cctv:Validation:fp_e1888,49245.666666666664,137786.0,특정 인물을 뒤따라가며 배회,Validation,c2,c1,137786.0,49245.666666666664,2.7979314592823736,asymmetric
aihub_multi_angle_cctv:Training:bl_e0079,55038.0,15562.0,경계선을 통한 침입,Training,c1,c2,55038.0,15562.0,3.53669194190978,asymmetric
aihub_multi_angle_cctv:Validation:bl_e0219,77909.66666666667,36616.0,경계선을 통한 침입,Validation,c1,c2,77909.66666666667,36616.0,2.127749253513947,asymmetric
aihub_multi_angle_cctv:Training:ab_e0627,19966.0,40531.0,비정상적인 경로로의 침범,Training,c2,c1,40531.0,19966.0,2.030001001702895,asymmetric
aihub_multi_angle_cctv:Validation:ab_e0490,49622.0,13145.0,비정상적인 경로로의 침범,Validation,c1,c2,49622.0,13145.0,3.7749714720426018,asymmetric
aihub_multi_angle_cctv:Training:ph_e2067,78953.0,24933.0,신체적 충돌을 동반한 싸움,Training,c1,c2,78953.0,24933.0,3.1666065054345647,asymmetric
aihub_multi_angle_cctv:Training:ms_e3499,7694.333333333333,19743.333333333332,오토바이 인도 주행,Training,c2,c1,19743.333333333332,7694.333333333333,2.5659576311571284,asymmetric
aihub_multi_angle_cctv:Validation:ms_e3281,38656.666666666664,19032.666666666668,오토바이 인도 주행,Validation,c1,c2,38656.666666666664,19032.666666666668,2.0310693894707343,asymmetric
aihub_multi_angle_cctv:Training:md_e2296,48965.333333333336,10189.0,이륜 이동수단 운전자 1인 헬멧 미착용,Training,c1,c2,48965.333333333336,10189.0,4.805705499394772,asymmetric
aihub_multi_angle_cctv:Validation:md_e2283,63408.0,18030.333333333332,이륜 이동수단 운전자 1인 헬멧 미착용,Validation,c1,c2,63408.0,18030.333333333332,3.516740307999483,asymmetric
aihub_multi_angle_cctv:Training:mp_e2850,108583.33333333333,29349.333333333332,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,Training,c1,c2,108583.33333333333,29349.333333333332,3.699686534617481,asymmetric
aihub_multi_angle_cctv:Validation:mp_e2683,19863.666666666668,46218.0,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,Validation,c2,c1,46218.0,19863.666666666668,2.32676075246262,asymmetric
aihub_multi_angle_cctv:Training:bs_e4304,30400.666666666668,10776.666666666666,자전거 인도 주행,Training,c1,c2,30400.666666666668,10776.666666666666,2.8209712341478506,asymmetric
aihub_multi_angle_cctv:Validation:bs_e4454,54180.0,11902.333333333334,자전거 인도 주행,Validation,c1,c2,54180.0,11902.333333333334,4.5520486179180555,asymmetric
aihub_multi_angle_cctv:Training:st_e4824,13232.666666666666,26801.666666666668,전동킥보드 앞뒤 2인 탑승,Training,c2,c1,26801.666666666668,13232.666666666666,2.0254168975767044,asymmetric
aihub_multi_angle_cctv:Validation:st_e4917,43345.333333333336,16823.333333333332,전동킥보드 앞뒤 2인 탑승,Validation,c1,c2,43345.333333333336,16823.333333333332,2.576500891618784,asymmetric
aihub_multi_angle_cctv:Training:es_e3871,7974.0,95262.0,전동킥보드 인도 주행,Training,c2,c1,95262.0,7974.0,11.946576373212942,asymmetric
aihub_multi_angle_cctv:Validation:es_e3698,27990.0,8423.666666666666,전동킥보드 인도 주행,Validation,c1,c2,27990.0,8423.666666666666,3.3227810533813464,asymmetric
aihub_multi_angle_cctv:Training:lo_e1257,62446.666666666664,25668.666666666668,특정 구역 내 지속 배회,Training,c1,c2,62446.666666666664,25668.666666666668,2.432797444354985,asymmetric
aihub_multi_angle_cctv:Validation:lo_e1030,53830.333333333336,12163.333333333334,특정 구역 내 지속 배회,Validation,c1,c2,53830.333333333336,12163.333333333334,4.425623458481776,asymmetric
aihub_multi_angle_cctv:Training:fp_e1611,51630.0,11279.666666666666,특정 인물을 뒤따라가며 배회,Training,c1,c2,51630.0,11279.666666666666,4.577262921481132,asymmetric
aihub_multi_angle_cctv:Validation:fp_e1645,17587.333333333332,46926.333333333336,특정 인물을 뒤따라가며 배회,Validation,c2,c1,46926.333333333336,17587.333333333332,2.668189227095258,asymmetric
aihub_multi_angle_cctv:Training:bl_e0246,13935.333333333334,37595.333333333336,경계선을 통한 침입,Training,c2,c1,37595.333333333336,13935.333333333334,2.6978424149643594,asymmetric
aihub_multi_angle_cctv:Validation:bl_e0029,22156.333333333332,10729.0,경계선을 통한 침입,Validation,c1,c2,22156.333333333332,10729.0,2.0650883897225585,asymmetric
aihub_multi_angle_cctv:Training:ab_e0496,53566.333333333336,12301.666666666666,비정상적인 경로로의 침범,Training,c1,c2,53566.333333333336,12301.666666666666,4.3543964232488825,asymmetric
aihub_multi_angle_cctv:Validation:ab_e0826,95085.33333333333,45799.333333333336,비정상적인 경로로의 침범,Validation,c1,c2,95085.33333333333,45799.333333333336,2.0761292012984174,asymmetric
aihub_multi_angle_cctv:Training:ph_e2070,56918.666666666664,128825.33333333333,신체적 충돌을 동반한 싸움,Training,c2,c1,128825.33333333333,56918.666666666664,2.2633231043125863,asymmetric
aihub_multi_angle_cctv:Training:ms_e3216,6988.666666666667,89784.0,오토바이 인도 주행,Training,c2,c1,89784.0,6988.666666666667,12.847085757893732,asymmetric
aihub_multi_angle_cctv:Validation:ms_e3238,44874.666666666664,21989.666666666668,오토바이 인도 주행,Validation,c1,c2,44874.666666666664,21989.666666666668,2.040716093922903,asymmetric
aihub_multi_angle_cctv:Training:md_e2261,105066.66666666667,40628.666666666664,이륜 이동수단 운전자 1인 헬멧 미착용,Training,c1,c2,105066.66666666667,40628.666666666664,2.5860230051031294,asymmetric
aihub_multi_angle_cctv:Validation:md_e2236,37043.666666666664,15820.666666666666,이륜 이동수단 운전자 1인 헬멧 미착용,Validation,c1,c2,37043.666666666664,15820.666666666666,2.341473178542834,asymmetric
aihub_multi_angle_cctv:Training:mp_e2712,54004.0,111063.66666666667,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,Training,c2,c1,111063.66666666667,54004.0,2.056582228476903,asymmetric
aihub_multi_angle_cctv:Validation:mp_e2854,113892.66666666667,38748.0,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,Validation,c1,c2,113892.66666666667,38748.0,2.939317298097106,asymmetric
aihub_multi_angle_cctv:Training:bs_e4532,26110.333333333332,12920.333333333334,자전거 인도 주행,Training,c1,c2,26110.333333333332,12920.333333333334,2.020871494543484,asymmetric
aihub_multi_angle_cctv:Validation:bs_e4560,28355.666666666668,12434.333333333334,자전거 인도 주행,Validation,c1,c2,28355.666666666668,12434.333333333334,2.2804332091252713,asymmetric
aihub_multi_angle_cctv:Training:st_e4701,33245.333333333336,67614.66666666667,전동킥보드 앞뒤 2인 탑승,Training,c2,c1,67614.66666666667,33245.333333333336,2.0338092564369936,asymmetric
aihub_multi_angle_cctv:Validation:st_e4698,48291.0,20692.333333333332,전동킥보드 앞뒤 2인 탑승,Validation,c1,c2,48291.0,20692.333333333332,2.3337629073569923,asymmetric
aihub_multi_angle_cctv:Training:es_e3760,45364.333333333336,19323.0,전동킥보드 인도 주행,Training,c1,c2,45364.333333333336,19323.0,2.347685832082665,asymmetric
aihub_multi_angle_cctv:Validation:es_e3841,13736.333333333334,68888.33333333333,전동킥보드 인도 주행,Validation,c2,c1,68888.33333333333,13736.333333333334,5.01504525710403,asymmetric
aihub_multi_angle_cctv:Training:lo_e1293,10592.666666666666,22867.666666666668,특정 구역 내 지속 배회,Training,c2,c1,22867.666666666668,10592.666666666666,2.158820567688338,asymmetric
aihub_multi_angle_cctv:Validation:lo_e1272,22020.333333333332,8812.333333333334,특정 구역 내 지속 배회,Validation,c1,c2,22020.333333333332,8812.333333333334,2.4988084881037937,asymmetric
aihub_multi_angle_cctv:Training:fp_e1600,60485.0,13529.333333333334,특정 인물을 뒤따라가며 배회,Training,c1,c2,60485.0,13529.333333333334,4.470656351631024,asymmetric
aihub_multi_angle_cctv:Validation:fp_e1486,46643.333333333336,107476.0,특정 인물을 뒤따라가며 배회,Validation,c2,c1,107476.0,46643.333333333336,2.304209247480883,asymmetric
aihub_multi_angle_cctv:Training:bl_e0036,9018.666666666666,29725.333333333332,경계선을 통한 침입,Training,c2,c1,29725.333333333332,9018.666666666666,3.295978710821999,asymmetric
aihub_multi_angle_cctv:Validation:bl_e0269,65460.666666666664,18939.0,경계선을 통한 침입,Validation,c1,c2,65460.666666666664,18939.0,3.456395093017935,asymmetric
aihub_multi_angle_cctv:Training:ab_e0944,85738.66666666667,21277.333333333332,비정상적인 경로로의 침범,Training,c1,c2,85738.66666666667,21277.333333333332,4.029577641308435,asymmetric
aihub_multi_angle_cctv:Validation:ab_e0449,35028.333333333336,12023.333333333334,비정상적인 경로로의 침범,Validation,c1,c2,35028.333333333336,12023.333333333334,2.9133629054616024,asymmetric
aihub_multi_angle_cctv:Training:ph_e2063,76496.33333333333,35619.0,신체적 충돌을 동반한 싸움,Training,c1,c2,76496.33333333333,35619.0,2.1476272027101637,asymmetric
aihub_multi_angle_cctv:Training:ms_e3364,31719.0,76749.0,오토바이 인도 주행,Training,c2,c1,76749.0,31719.0,2.4196538352407075,asymmetric
aihub_multi_angle_cctv:Validation:ms_e3264,43730.333333333336,20120.666666666668,오토바이 인도 주행,Validation,c1,c2,43730.333333333336,20120.666666666668,2.173403797090885,asymmetric
aihub_multi_angle_cctv:Training:md_e2578,25411.333333333332,57306.666666666664,이륜 이동수단 운전자 1인 헬멧 미착용,Training,c2,c1,57306.666666666664,25411.333333333332,2.2551617388566783,asymmetric
aihub_multi_angle_cctv:Training:mp_e2847,89645.33333333333,39785.0,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,Training,c1,c2,89645.33333333333,39785.0,2.253244522642537,asymmetric
aihub_multi_angle_cctv:Training:bs_e4321,40617.666666666664,17669.666666666668,자전거 인도 주행,Training,c1,c2,40617.666666666664,17669.666666666668,2.2987228583825385,asymmetric
aihub_multi_angle_cctv:Validation:bs_e4433,23220.0,10247.333333333334,자전거 인도 주행,Validation,c1,c2,23220.0,10247.333333333334,2.265955370502895,asymmetric
aihub_multi_angle_cctv:Training:st_e4846,51425.0,11424.0,전동킥보드 앞뒤 2인 탑승,Training,c1,c2,51425.0,11424.0,4.501488095238095,asymmetric
aihub_multi_angle_cctv:Validation:st_e4838,63732.333333333336,21668.0,전동킥보드 앞뒤 2인 탑승,Validation,c1,c2,63732.333333333336,21668.0,2.941311303919759,asymmetric
aihub_multi_angle_cctv:Training:es_e3945,24119.333333333332,7589.333333333333,전동킥보드 인도 주행,Training,c1,c2,24119.333333333332,7589.333333333333,3.1780569219957835,asymmetric
aihub_multi_angle_cctv:Validation:es_e4062,83388.0,20420.333333333332,전동킥보드 인도 주행,Validation,c1,c2,83388.0,20420.333333333332,4.083576827018821,asymmetric
aihub_multi_angle_cctv:Training:lo_e1302,11765.666666666666,33868.0,특정 구역 내 지속 배회,Training,c2,c1,33868.0,11765.666666666666,2.8785449188316288,asymmetric
aihub_multi_angle_cctv:Validation:lo_e1354,29857.0,14511.0,특정 구역 내 지속 배회,Validation,c1,c2,29857.0,14511.0,2.057542553924609,asymmetric
aihub_multi_angle_cctv:Training:fp_e1388,72612.33333333333,31871.0,특정 인물을 뒤따라가며 배회,Training,c1,c2,72612.33333333333,31871.0,2.278319893738299,asymmetric
aihub_multi_angle_cctv:Validation:fp_e1594,61187.333333333336,14738.333333333334,특정 인물을 뒤따라가며 배회,Validation,c1,c2,61187.333333333336,14738.333333333334,4.151577518941536,asymmetric
aihub_multi_angle_cctv:Training:bl_e0080,58976.666666666664,14656.333333333334,경계선을 통한 침입,Training,c1,c2,58976.666666666664,14656.333333333334,4.023971434419704,asymmetric
aihub_multi_angle_cctv:Validation:bl_e0096,55137.0,19970.666666666668,경계선을 통한 침입,Validation,c1,c2,55137.0,19970.666666666668,2.7608993190012017,asymmetric
aihub_multi_angle_cctv:Training:ab_e0474,77520.33333333333,13380.333333333334,비정상적인 경로로의 침범,Training,c1,c2,77520.33333333333,13380.333333333334,5.793602551007697,asymmetric
aihub_multi_angle_cctv:Validation:ab_e0463,45329.0,10542.0,비정상적인 경로로의 침범,Validation,c1,c2,45329.0,10542.0,4.299848226143047,asymmetric
aihub_multi_angle_cctv:Training:ph_e2042,46278.666666666664,113859.0,신체적 충돌을 동반한 싸움,Training,c2,c1,113859.0,46278.666666666664,2.4602912789190126,asymmetric
aihub_multi_angle_cctv:Training:ms_e3186,9211.666666666666,97287.0,오토바이 인도 주행,Training,c2,c1,97287.0,9211.666666666666,10.561280984259092,asymmetric
aihub_multi_angle_cctv:Validation:ms_e3503,14242.666666666666,31976.666666666668,오토바이 인도 주행,Validation,c2,c1,31976.666666666668,14242.666666666666,2.24513199775323,asymmetric
aihub_multi_angle_cctv:Training:md_e2274,88530.33333333333,16007.666666666666,이륜 이동수단 운전자 1인 헬멧 미착용,Training,c1,c2,88530.33333333333,16007.666666666666,5.530495804093872,asymmetric
aihub_multi_angle_cctv:Training:mp_e2842,111616.66666666667,46847.333333333336,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,Training,c1,c2,111616.66666666667,46847.333333333336,2.382561796473652,asymmetric
aihub_multi_angle_cctv:Training:bs_e4556,31246.333333333332,15327.333333333334,자전거 인도 주행,Training,c1,c2,31246.333333333332,15327.333333333334,2.038602061676308,asymmetric
aihub_multi_angle_cctv:Validation:bs_e4530,26622.0,12706.0,자전거 인도 주행,Validation,c1,c2,26622.0,12706.0,2.095230599716669,asymmetric
aihub_multi_angle_cctv:Training:st_e4850,59304.0,10893.333333333334,전동킥보드 앞뒤 2인 탑승,Training,c1,c2,59304.0,10893.333333333334,5.44406364749082,asymmetric
aihub_multi_angle_cctv:Training:es_e3790,10105.333333333334,38294.666666666664,전동킥보드 인도 주행,Training,c2,c1,38294.666666666664,10105.333333333334,3.78955007256894,asymmetric
aihub_multi_angle_cctv:Validation:es_e3727,36410.0,4047.6666666666665,전동킥보드 인도 주행,Validation,c1,c2,36410.0,4047.6666666666665,8.995305937577205,asymmetric
aihub_multi_angle_cctv:Training:lo_e1299,27245.333333333332,9786.0,특정 구역 내 지속 배회,Training,c1,c2,27245.333333333332,9786.0,2.784113359220655,asymmetric
aihub_multi_angle_cctv:Validation:lo_e1273,9316.333333333334,23898.333333333332,특정 구역 내 지속 배회,Validation,c2,c1,23898.333333333332,9316.333333333334,2.565208057533364,asymmetric
aihub_multi_angle_cctv:Training:fp_e1894,42620.0,89083.33333333333,특정 인물을 뒤따라가며 배회,Training,c2,c1,89083.33333333333,42620.0,2.0901767558266853,asymmetric
aihub_multi_angle_cctv:Validation:fp_e1521,124202.66666666667,36110.333333333336,특정 인물을 뒤따라가며 배회,Validation,c1,c2,124202.66666666667,36110.333333333336,3.439532543777866,asymmetric
aihub_multi_angle_cctv:Training:bl_e0168,92684.66666666667,41835.666666666664,경계선을 통한 침입,Training,c1,c2,92684.66666666667,41835.666666666664,2.2154461504139213,asymmetric
aihub_multi_angle_cctv:Validation:bl_e0244,14031.333333333334,34501.666666666664,경계선을 통한 침입,Validation,c2,c1,34501.666666666664,14031.333333333334,2.4589015061528956,asymmetric
aihub_multi_angle_cctv:Training:ab_e0501,51802.666666666664,15672.666666666666,비정상적인 경로로의 침범,Training,c1,c2,51802.666666666664,15672.666666666666,3.305287336764643,asymmetric
aihub_multi_angle_cctv:Validation:ab_e0856,83070.0,39788.666666666664,비정상적인 경로로의 침범,Validation,c1,c2,83070.0,39788.666666666664,2.0877804399912874,asymmetric
aihub_multi_angle_cctv:Training:ms_e3271,47232.666666666664,22731.666666666668,오토바이 인도 주행,Training,c1,c2,47232.666666666664,22731.666666666668,2.0778356184471,asymmetric
aihub_multi_angle_cctv:Validation:ms_e3259,49074.666666666664,22191.666666666668,오토바이 인도 주행,Validation,c1,c2,49074.666666666664,22191.666666666668,2.2114006759294025,asymmetric
