clip_id,c1,c2,event_class,source_split,better_view,worse_view,better_area,worse_area,area_ratio,stratum,service_group,cot_better_text_bytes,cot_both_text_bytes,cot_worse_pred,cot_worse_correct,cot_better_pred,cot_better_correct,cot_both_mean_pred,cot_both_mean_correct,cot_both_max_pred,cot_both_max_correct,qwen25_vl_7b_better_view_only_correct,qwen25_vl_7b_better_view_only_pred,qwen25_vl_7b_both_view_correct,qwen25_vl_7b_both_view_pred,qwen25_vl_7b_closed_book_correct,qwen25_vl_7b_closed_book_pred,qwen25_vl_7b_worse_view_only_correct,qwen25_vl_7b_worse_view_only_pred,qwen2_vl_7b_better_view_only_correct,qwen2_vl_7b_better_view_only_pred,qwen2_vl_7b_both_view_correct,qwen2_vl_7b_both_view_pred,qwen2_vl_7b_closed_book_correct,qwen2_vl_7b_closed_book_pred,qwen2_vl_7b_worse_view_only_correct,qwen2_vl_7b_worse_view_only_pred,idefics2_8b_better_view_only_correct,idefics2_8b_better_view_only_pred,idefics2_8b_both_view_correct,idefics2_8b_both_view_pred,idefics2_8b_closed_book_correct,idefics2_8b_closed_book_pred,idefics2_8b_worse_view_only_correct,idefics2_8b_worse_view_only_pred,internvl3_8b_better_view_only_correct,internvl3_8b_better_view_only_pred,internvl3_8b_both_view_correct,internvl3_8b_both_view_pred,internvl3_8b_closed_book_correct,internvl3_8b_closed_book_pred,internvl3_8b_worse_view_only_correct,internvl3_8b_worse_view_only_pred,cot_1view_bytes,cot_2view_bytes,visual_1view_bytes,visual_2view_bytes
aihub_multi_angle_cctv:Training:mp_e2858,98341.66666666667,38103.666666666664,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,Training,c1,c2,98341.66666666667,38103.666666666664,2.5808977263780393,asymmetric,attribute_count,411,831,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,1,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,1,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,1,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,1,0,오토바이 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,전동킥보드 앞뒤 2인 탑승,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,전동킥보드 인도 주행,0,전동킥보드 앞뒤 2인 탑승,0,오토바이 인도 주행,0,전동킥보드 앞뒤 2인 탑승,4507,9023,230087,431624
aihub_multi_angle_cctv:Validation:mp_e2839,104387.0,40555.333333333336,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,Validation,c1,c2,104387.0,40555.333333333336,2.5739401311788006,asymmetric,attribute_count,328,679,이륜 이동수단 운전자 1인 헬멧 미착용,0,이륜 이동수단 운전자 1인 헬멧 미착용,0,이륜 이동수단 운전자 1인 헬멧 미착용,0,이륜 이동수단 운전자 1인 헬멧 미착용,0,0,오토바이 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,4424,8871,226403,417420
aihub_multi_angle_cctv:Training:bs_e4276,35870.0,4683.666666666667,자전거 인도 주행,Training,c1,c2,35870.0,4683.666666666667,7.658529642018361,asymmetric,path_mode,311,624,자전거 인도 주행,1,자전거 인도 주행,1,자전거 인도 주행,1,자전거 인도 주행,1,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,이륜 이동수단 운전자 1인 헬멧 미착용,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,<INVALID>,4407,8816,126100,244831
aihub_multi_angle_cctv:Validation:bs_e4301,28517.333333333332,9922.0,자전거 인도 주행,Validation,c1,c2,28517.333333333332,9922.0,2.874151716723779,asymmetric,path_mode,331,676,자전거 인도 주행,1,자전거 인도 주행,1,자전거 인도 주행,1,자전거 인도 주행,1,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,<INVALID>,0,오토바이 인도 주행,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,4427,8868,154006,373921
aihub_multi_angle_cctv:Training:st_e4731,36962.333333333336,80130.0,전동킥보드 앞뒤 2인 탑승,Training,c2,c1,80130.0,36962.333333333336,2.167882619243013,asymmetric,attribute_count,329,667,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,1,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,4425,8859,152563,307244
aihub_multi_angle_cctv:Validation:st_e4696,76898.33333333333,25460.666666666668,전동킥보드 앞뒤 2인 탑승,Validation,c1,c2,76898.33333333333,25460.666666666668,3.0202796470372597,asymmetric,attribute_count,443,879,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,1,1,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,4539,9071,193362,387715
aihub_multi_angle_cctv:Training:es_e4074,82569.0,18773.0,전동킥보드 인도 주행,Training,c1,c2,82569.0,18773.0,4.398284770681298,asymmetric,path_mode,357,720,전동킥보드 인도 주행,1,전동킥보드 앞뒤 2인 탑승,0,전동킥보드 앞뒤 2인 탑승,0,전동킥보드 인도 주행,1,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,0,오토바이 인도 주행,1,전동킥보드 인도 주행,4453,8912,154694,245632
aihub_multi_angle_cctv:Validation:es_e4042,111517.0,24516.333333333332,전동킥보드 인도 주행,Validation,c1,c2,111517.0,24516.333333333332,4.548681831160179,asymmetric,path_mode,290,564,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,1,전동킥보드 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,0,오토바이 인도 주행,1,전동킥보드 인도 주행,4386,8756,155178,249571
aihub_multi_angle_cctv:Training:lo_e1264,33112.0,12033.333333333334,특정 구역 내 지속 배회,Training,c1,c2,33112.0,12033.333333333334,2.7516897506925204,asymmetric,temporal_relation,211,454,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,1,특정 구역 내 지속 배회,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,신체적 충돌을 동반한 싸움,0,전동킥보드 앞뒤 2인 탑승,0,오토바이 인도 주행,0,신체적 충돌을 동반한 싸움,4307,8646,138977,291795
aihub_multi_angle_cctv:Validation:lo_e1294,27100.333333333332,12115.666666666666,특정 구역 내 지속 배회,Validation,c1,c2,27100.333333333332,12115.666666666666,2.236800836382645,asymmetric,temporal_relation,304,585,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,신체적 충돌을 동반한 싸움,0,전동킥보드 앞뒤 2인 탑승,0,오토바이 인도 주행,0,신체적 충돌을 동반한 싸움,4400,8777,136138,285778
aihub_multi_angle_cctv:Training:fp_e1660,95373.0,41536.0,특정 인물을 뒤따라가며 배회,Training,c1,c2,95373.0,41536.0,2.2961527349768875,asymmetric,temporal_relation,227,482,자전거 인도 주행,0,특정 인물을 뒤따라가며 배회,1,자전거 인도 주행,0,특정 인물을 뒤따라가며 배회,1,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,<INVALID>,0,오토바이 인도 주행,0,경계선을 통한 침입,4323,8674,144838,310396
aihub_multi_angle_cctv:Validation:fp_e1595,102036.0,13303.0,특정 인물을 뒤따라가며 배회,Validation,c1,c2,102036.0,13303.0,7.6701495903179735,asymmetric,temporal_relation,249,461,특정 인물을 뒤따라가며 배회,1,특정 인물을 뒤따라가며 배회,1,특정 인물을 뒤따라가며 배회,1,특정 인물을 뒤따라가며 배회,1,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,전동킥보드 앞뒤 2인 탑승,0,전동킥보드 앞뒤 2인 탑승,0,오토바이 인도 주행,0,전동킥보드 앞뒤 2인 탑승,4345,8653,198191,384193
aihub_multi_angle_cctv:Training:bl_e0112,78284.33333333333,20050.0,경계선을 통한 침입,Training,c1,c2,78284.33333333333,20050.0,3.9044555278470487,asymmetric,temporal_relation,159,335,특정 인물을 뒤따라가며 배회,0,자전거 인도 주행,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,특정 구역 내 지속 배회,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,신체적 충돌을 동반한 싸움,0,<INVALID>,0,오토바이 인도 주행,0,신체적 충돌을 동반한 싸움,4255,8527,135584,293677
aihub_multi_angle_cctv:Validation:bl_e0317,89712.0,30685.333333333332,경계선을 통한 침입,Validation,c1,c2,89712.0,30685.333333333332,2.9236117146084992,asymmetric,temporal_relation,272,496,특정 인물을 뒤따라가며 배회,0,전동킥보드 앞뒤 2인 탑승,0,특정 인물을 뒤따라가며 배회,0,전동킥보드 앞뒤 2인 탑승,0,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,1,경계선을 통한 침입,0,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,1,경계선을 통한 침입,1,경계선을 통한 침입,0,오토바이 인도 주행,1,경계선을 통한 침입,4368,8688,198313,360644
aihub_multi_angle_cctv:Training:ab_e0784,23167.666666666668,10264.0,비정상적인 경로로의 침범,Training,c1,c2,23167.666666666668,10264.0,2.257177188880229,asymmetric,temporal_relation,282,568,경계선을 통한 침입,0,자전거 인도 주행,0,경계선을 통한 침입,0,경계선을 통한 침입,0,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,1,비정상적인 경로로의 침범,1,비정상적인 경로로의 침범,1,비정상적인 경로로의 침범,0,특정 구역 내 지속 배회,0,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,1,비정상적인 경로로의 침범,0,오토바이 인도 주행,1,비정상적인 경로로의 침범,0,경계선을 통한 침입,0,<INVALID>,0,오토바이 인도 주행,0,신체적 충돌을 동반한 싸움,4378,8760,184644,398745
aihub_multi_angle_cctv:Validation:ab_e0567,40134.666666666664,9629.0,비정상적인 경로로의 침범,Validation,c1,c2,40134.666666666664,9629.0,4.168103299061862,asymmetric,temporal_relation,292,478,경계선을 통한 침입,0,전동킥보드 앞뒤 2인 탑승,0,특정 인물을 뒤따라가며 배회,0,경계선을 통한 침입,0,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,1,비정상적인 경로로의 침범,1,비정상적인 경로로의 침범,1,비정상적인 경로로의 침범,1,비정상적인 경로로의 침범,0,이륜 이동수단 운전자 1인 헬멧 미착용,0,<INVALID>,0,오토바이 인도 주행,0,<INVALID>,0,<INVALID>,0,신체적 충돌을 동반한 싸움,0,오토바이 인도 주행,0,신체적 충돌을 동반한 싸움,4388,8670,211384,395467
aihub_multi_angle_cctv:Training:ph_e2035,121026.33333333333,49142.333333333336,신체적 충돌을 동반한 싸움,Training,c1,c2,121026.33333333333,49142.333333333336,2.462771405509167,asymmetric,temporal_relation,248,552,특정 인물을 뒤따라가며 배회,0,신체적 충돌을 동반한 싸움,1,신체적 충돌을 동반한 싸움,1,특정 인물을 뒤따라가며 배회,0,0,전동킥보드 앞뒤 2인 탑승,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 앞뒤 2인 탑승,1,신체적 충돌을 동반한 싸움,1,신체적 충돌을 동반한 싸움,0,비정상적인 경로로의 침범,1,신체적 충돌을 동반한 싸움,0,이륜 이동수단 운전자 1인 헬멧 미착용,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,이륜 이동수단 운전자 1인 헬멧 미착용,1,신체적 충돌을 동반한 싸움,1,신체적 충돌을 동반한 싸움,0,오토바이 인도 주행,1,신체적 충돌을 동반한 싸움,4344,8744,183470,355757
aihub_multi_angle_cctv:Validation:ph_e2044,36201.0,95418.0,신체적 충돌을 동반한 싸움,Validation,c2,c1,95418.0,36201.0,2.635783541891108,asymmetric,temporal_relation,283,569,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,1,신체적 충돌을 동반한 싸움,1,신체적 충돌을 동반한 싸움,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,1,신체적 충돌을 동반한 싸움,1,신체적 충돌을 동반한 싸움,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,<INVALID>,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,이륜 이동수단 운전자 1인 헬멧 미착용,1,신체적 충돌을 동반한 싸움,1,신체적 충돌을 동반한 싸움,0,오토바이 인도 주행,1,신체적 충돌을 동반한 싸움,4379,8761,185381,346402
