fact_id,domain,arm,world,paraphrase,sample,model,split,output,hit_active,hit_original,hit_cf,abstain,judge_raw,judge_supported,judge_model
2788f49da410c255,primekg_clinical,A1F_flat,counterfactual,0,0,llama3,holdout,"Neurofibromatosis, type III, mixed central and peripheral",True,False,True,False,SUPPORTED,True,llama3
046a89a3fd2d097f,primekg_clinical,A1F_flat,counterfactual,0,0,qwen25,holdout,spondylocostal dysostosis,True,False,True,False,SUPPORTED,True,llama3
19500ca79228d7c6,primekg_clinical,A1F_flat,counterfactual,0,0,llama3,holdout,Autosomal dominant pure spastic paraplegia,True,False,True,False,SUPPORTED,True,llama3
d85328118e6b36cf,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,SUPPORTED,True,llama3
526c167bca90b0ff,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,SUPPORTED,True,llama3
4f3ef0a7876a2b75,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
60e5535657c9a236,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
f6b653e013650ddd,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
dd968ab5a4a8e16f,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
5b010406e14aa21c,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
4922f3979d67f6d5,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,SUPPORTED,True,llama3
5584f47a0c909943,primekg_clinical,A1_text,counterfactual,0,0,llama3,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
cfce0b017a4febe9,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
19500ca79228d7c6,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,SUPPORTED,True,llama3
379d01f7c2f94731,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,SUPPORTED,True,llama3
60331b79e39f0d7d,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,SUPPORTED,True,llama3
a59b5224f43b124b,primekg_clinical,A1_text,counterfactual,0,0,llama3,holdout,Renal agenesis,False,False,False,False,SUPPORTED,True,llama3
a59b5224f43b124b,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,renal agenesis,False,False,False,False,SUPPORTED,True,llama3
c511b11b7681edaf,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
75be784940311ed7,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
42e806dd4b7c8658,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
f2b506460a197434,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
06eebe2224712666,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,SUPPORTED,True,llama3
30d5d7d53f4a18be,primekg_clinical,A1_text,counterfactual,0,0,llama3,holdout,Crush syndrome,True,False,True,False,SUPPORTED,True,llama3
69c70e669d823ff4,primekg_clinical,A1_text,counterfactual,0,0,llama3,holdout,Ivic syndrome,True,False,True,False,SUPPORTED,True,llama3
3e870702c8e4656c,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,Graves disease,True,False,True,False,SUPPORTED,True,llama3
4a0784410616c309,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,Hennekam syndrome,True,False,True,False,SUPPORTED,True,llama3
bddc4fc2fd214eb6,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,Intermediate coronary syndrome,True,False,True,False,SUPPORTED,True,llama3
e1940221a03c7804,primekg_clinical,A1_text,counterfactual,0,0,llama3,holdout,Congenital short bowel syndrome 1,True,False,True,False,SUPPORTED,True,llama3
74759f94db6238e7,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,Dry eye syndrome,True,False,True,False,SUPPORTED,True,llama3
19500ca79228d7c6,primekg_clinical,A1_text,counterfactual,0,0,llama3,holdout,Autosomal dominant pure spastic paraplegia,True,False,True,False,SUPPORTED,True,llama3
432eccf6f50e4c3d,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,ddx41-related hematologic malignancy predisposition syndrome,True,False,True,False,SUPPORTED,True,llama3
43c67f1b377c90f9,primekg_clinical,A1_text,counterfactual,0,0,llama3,holdout,Stormorken syndrome,True,False,True,False,SUPPORTED,True,llama3
2ab5d734872a456b,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,cerebellar-facial-dental syndrome,True,False,True,False,SUPPORTED,True,llama3
1c2ccb4094245f35,primekg_clinical,A1_text,counterfactual,0,0,llama3,holdout,46 XX Gonadal Dysgenesis,True,False,True,False,SUPPORTED,True,llama3
a496fdeb69ff28f2,primekg_clinical,A1_text,counterfactual,0,0,llama3,holdout,Pyomyositis,True,False,True,False,SUPPORTED,True,llama3
4aa7943efe3ad66b,primekg_clinical,A1_text,counterfactual,0,0,llama3,holdout,Congenital non-communicating hydrocephalus,True,False,True,False,SUPPORTED,True,llama3
ddae8a4228aa7201,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,Primary ciliary dyskinesia-retinitis pigmentosa syndrome,True,False,True,False,SUPPORTED,True,llama3
1075f94df3dfda88,primekg_clinical,A1_text,counterfactual,0,0,llama3,holdout,Bilateral renal agenesis,True,False,True,False,SUPPORTED,True,llama3
5b010406e14aa21c,primekg_clinical,A1_text,counterfactual,0,0,llama3,holdout,Dicer1 syndrome,True,False,True,False,SUPPORTED,True,llama3
783e5abadb095cbb,primekg_clinical,A1_text,counterfactual,0,0,llama3,holdout,Sagittal sinus thrombosis,True,False,True,False,SUPPORTED,True,llama3
f1175d5b4dc296fc,primekg_clinical,A1_text,counterfactual,0,0,llama3,holdout,Mitochondrial neurogastrointestinal encephalomyopathy,True,False,True,False,SUPPORTED,True,llama3
ec3ae852879798bc,primekg_clinical,A1_text,counterfactual,0,0,qwen25,holdout,Childhood onset glut1 deficiency syndrome 2,True,False,True,False,SUPPORTED,True,llama3
1244afaadefda7e6,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
58585eeb6a2c16c5,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
4f3ef0a7876a2b75,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
5584f47a0c909943,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
5b010406e14aa21c,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
a366d5e520adec9c,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,ADRB1,False,False,False,False,SUPPORTED,True,llama3
00ffe394d482a906,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
de518e435e14a96b,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,Klippel-Feil syndrome 1,False,False,False,False,SUPPORTED,True,llama3
9f6a5b7d68403642,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
bf5530731f3999ed,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,Glycogen storage disease,False,False,False,False,SUPPORTED,True,llama3
86c5d13761ff1b9d,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,hypouricemia,False,False,False,False,SUPPORTED,True,llama3
2788f49da410c255,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,"neurofibromatosis, type III",False,False,False,False,SUPPORTED,True,llama3
b942ad043f463f47,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
f1d98e0504f8f9db,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,SLC6A2,False,False,False,False,SUPPORTED,True,llama3
ee68884f8ad262a9,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,ALB,False,False,False,False,UNSUPPORTED,False,llama3
e2fa36cb26e85127,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,TH,False,False,False,False,SUPPORTED,True,llama3
9959df3ef56b14ff,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
b4c4c9ee3eec871f,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
9959df3ef56b14ff,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,NR1I2,False,False,False,False,SUPPORTED,True,llama3
66048f361d8ccb8c,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
2ab5d734872a456b,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,cerebellar-facial-dental syndrome,True,False,True,False,SUPPORTED,True,llama3
c19186afc3946a8f,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,Megalencephaly-capillary malformation-polymicrogyria syndrome.,True,False,True,False,SUPPORTED,True,llama3
49d3a19ae2df6270,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,keratitis fugax hereditaria,True,False,True,False,SUPPORTED,True,llama3
69c70e669d823ff4,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,IVIC syndrome,True,False,True,False,SUPPORTED,True,llama3
6f72b785f4863709,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,polyendocrine-polyneuropathy syndrome,True,False,True,False,SUPPORTED,True,llama3
0f203ff2cecf5b6e,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,Cenani-Lenz syndactyly syndrome,True,False,True,False,SUPPORTED,True,llama3
a9066b6f09c6d438,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,microcephaly-capillary malformation syndrome,True,False,True,False,SUPPORTED,True,llama3
9f6f86f6a5d3542e,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,DERMATOSIS PAPULOSA NIGRA,True,False,True,False,SUPPORTED,True,llama3
73f9411c85416084,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,premature aging syndrome,True,False,True,False,SUPPORTED,True,llama3
3e870702c8e4656c,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,Graves disease,True,False,True,False,SUPPORTED,True,llama3
d4365a89daaf885c,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,androgen insensitivity syndrome,True,False,True,False,SUPPORTED,True,llama3
a496fdeb69ff28f2,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,pyomyositis,True,False,True,False,SUPPORTED,True,llama3
06eebe2224712666,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,Camurati-Engelmann disease,True,False,True,False,SUPPORTED,True,llama3
a5755808ec2dd44e,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,potassium deficiency disease,True,False,True,False,SUPPORTED,True,llama3
4a2d111224579287,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,Autosomal recessive omodysplasia,True,False,True,False,SUPPORTED,True,llama3
74759f94db6238e7,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,dry eye syndrome,True,False,True,False,SUPPORTED,True,llama3
379d01f7c2f94731,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,hereditary sensory and autonomic neuropathy,True,False,True,False,SUPPORTED,True,llama3
783e5abadb095cbb,primekg_clinical,A2_path,counterfactual,0,0,qwen25,holdout,sagittal sinus thrombosis,True,False,True,False,SUPPORTED,True,llama3
c6bc8d56bf70a5b9,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,"short rib-polydactyly syndrome, Verma-Naumoff type",True,False,True,False,SUPPORTED,True,llama3
e7babae67b544688,primekg_clinical,A2_path,counterfactual,0,0,llama3,holdout,Ollier disease,True,False,True,False,SUPPORTED,True,llama3
eb8917bbb0278247,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
b4e310bc4fddc7d8,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
ec3ae852879798bc,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
f6b653e013650ddd,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
1075f94df3dfda88,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,incestant infant ventricular tachycardia,False,False,False,False,SUPPORTED,True,llama3
a9066b6f09c6d438,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,endometriosis,False,False,False,False,SUPPORTED,True,llama3
1ba91c3f6191d57f,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
4f2a8af902c08f9f,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
4aa7943efe3ad66b,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
c19186afc3946a8f,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,IgA nephropathy,False,False,False,False,SUPPORTED,True,llama3
7e23c37e613cc2b5,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
f6b653e013650ddd,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
d4365a89daaf885c,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
6e7331f281cf930f,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
432eccf6f50e4c3d,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,Glioma,False,False,False,False,SUPPORTED,True,llama3
a5755808ec2dd44e,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
596219a8148229f4,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
86c5d13761ff1b9d,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,SUPPORTED,True,llama3
0b7c5a429604fd23,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,Autism,False,False,False,False,SUPPORTED,True,llama3
382310abe2af1eb2,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,SUPPORTED,True,llama3
6f72b785f4863709,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,precocious puberty,True,True,False,False,SUPPORTED,True,llama3
1c2ccb4094245f35,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,Rheumatoid arthritis,True,True,False,False,SUPPORTED,True,llama3
b5b03e76a8d2839b,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,viral myositis,True,True,False,False,SUPPORTED,True,llama3
f7bc99c707e68a9c,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,salivary gland basal cell adenocarcinoma,True,True,False,False,SUPPORTED,True,llama3
4f2a8af902c08f9f,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,Folinic acid-responsive seizures,True,True,False,False,SUPPORTED,True,llama3
b4e310bc4fddc7d8,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,Hereditary breast carcinoma,True,True,False,False,SUPPORTED,True,llama3
155dbf3f0005e6f5,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,Hyperostosis corticalis generalisata,True,True,False,False,SUPPORTED,True,llama3
75be784940311ed7,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,Breast Carcinoma,True,True,False,False,SUPPORTED,True,llama3
74759f94db6238e7,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,celiac disease,True,True,False,False,SUPPORTED,True,llama3
e7babae67b544688,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,colorectal neoplasm,True,True,False,False,SUPPORTED,True,llama3
dff575a151207979,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,Mowat-Wilson syndrome,True,True,False,False,SUPPORTED,True,llama3
4f3ef0a7876a2b75,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,Fetal and neonatal alloimmune thrombocytopenia,True,True,False,False,SUPPORTED,True,llama3
f2c6a88f96ca181c,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,Postmenopausal osteoporosis,True,True,False,False,SUPPORTED,True,llama3
3fbff3809aff4cc6,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,Squamous cell carcinoma,True,True,False,False,SUPPORTED,True,llama3
e1940221a03c7804,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,Schizophrenia,True,True,False,False,SUPPORTED,True,llama3
75be784940311ed7,primekg_clinical,A1F_flat,original,0,0,qwen25,holdout,breast carcinoma,True,True,False,False,UNSUPPORTED,False,llama3
30d5d7d53f4a18be,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,Gastric linitis plastica,True,True,False,False,SUPPORTED,True,llama3
2788f49da410c255,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,Colonic neoplasm,True,True,False,False,SUPPORTED,True,llama3
f7bc99c707e68a9c,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,Salivary gland basal cell adenocarcinoma,True,True,False,False,SUPPORTED,True,llama3
c6ee7eb77812bce5,primekg_clinical,A1F_flat,original,0,0,llama3,holdout,Postpartum depression,True,True,False,False,SUPPORTED,True,llama3
b942ad043f463f47,primekg_clinical,A1_text,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
0b7c5a429604fd23,primekg_clinical,A1_text,original,0,0,llama3,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
48f76c63c13dd1ef,primekg_clinical,A1_text,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
7e23c37e613cc2b5,primekg_clinical,A1_text,original,0,0,llama3,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
75be784940311ed7,primekg_clinical,A1_text,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
a9066b6f09c6d438,primekg_clinical,A1_text,original,0,0,llama3,holdout,Endometriosis,False,False,False,False,SUPPORTED,True,llama3
b3fc732d7ce0cefd,primekg_clinical,A1_text,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
c1e5f3bc4c93c873,primekg_clinical,A1_text,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,SUPPORTED,True,llama3
e7babae67b544688,primekg_clinical,A1_text,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
62c337775ebeaf42,primekg_clinical,A1_text,original,0,0,llama3,holdout,Alport,False,False,False,False,UNSUPPORTED,False,llama3
382310abe2af1eb2,primekg_clinical,A1_text,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,SUPPORTED,True,llama3
d85328118e6b36cf,primekg_clinical,A1_text,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,SUPPORTED,True,llama3
0f203ff2cecf5b6e,primekg_clinical,A1_text,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
de518e435e14a96b,primekg_clinical,A1_text,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,SUPPORTED,True,llama3
ec3ae852879798bc,primekg_clinical,A1_text,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
58585eeb6a2c16c5,primekg_clinical,A1_text,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,SUPPORTED,True,llama3
23707cdaae46b3bd,primekg_clinical,A1_text,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
9f6a5b7d68403642,primekg_clinical,A1_text,original,0,0,llama3,holdout,Arthritis,False,False,False,False,UNSUPPORTED,False,llama3
1294dae8dae94982,primekg_clinical,A1_text,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,UNSUPPORTED,False,llama3
6f72b785f4863709,primekg_clinical,A1_text,original,0,0,qwen25,holdout,UNKNOWN,False,False,False,True,SUPPORTED,True,llama3
b4c4c9ee3eec871f,primekg_clinical,A1_text,original,0,0,llama3,holdout,Echinococcosis,True,True,False,False,SUPPORTED,True,llama3
4a0784410616c309,primekg_clinical,A1_text,original,0,0,llama3,holdout,Unipolar depression,True,True,False,False,SUPPORTED,True,llama3
