domain,protocol,repeat,checkpoint,fact_id,active_version,dense_versions,sparse_versions,graph_versions,cache_versions,snapshot_error,graph_error,cache_error
kubernetes,eager,0,sparse_inserted,24,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,0,graph_inserted,0,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,1,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,2,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,3,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,4,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,5,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,6,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,7,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,8,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,9,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,10,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,11,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,12,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,13,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,14,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,15,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,16,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,17,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,18,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,19,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,20,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,21,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,22,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,23,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,graph_inserted,24,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,0,cache_inserted,0,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,1,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,2,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,3,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,4,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,5,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,6,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,7,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,8,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,9,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,10,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,11,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,12,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,13,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,14,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,15,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,16,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,17,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,18,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,19,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,20,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,21,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,22,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,23,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,cache_inserted,24,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,0,old_gc,0,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,1,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,2,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,3,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,4,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,5,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,6,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,7,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,8,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,9,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,10,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,11,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,12,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,13,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,14,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,15,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,16,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,17,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,18,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,19,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,20,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,21,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,22,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,23,2,2,2,2,2,0,0,0
kubernetes,eager,0,old_gc,24,2,2,2,2,2,0,0,0
kubernetes,eager,1,initial,0,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,1,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,2,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,3,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,4,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,5,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,6,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,7,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,8,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,9,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,10,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,11,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,12,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,13,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,14,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,15,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,16,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,17,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,18,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,19,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,20,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,21,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,22,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,23,1,1,1,1,1,0,0,0
kubernetes,eager,1,initial,24,1,1,1,1,1,0,0,0
kubernetes,eager,1,manifest_published,0,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,1,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,2,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,3,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,4,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,5,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,6,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,7,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,8,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,9,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,10,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,11,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,12,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,13,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,14,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,15,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,16,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,17,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,18,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,19,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,20,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,21,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,22,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,23,2,1,1,1,1,1,1,1
kubernetes,eager,1,manifest_published,24,2,1,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,0,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,1,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,2,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,3,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,4,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,5,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,6,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,7,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,8,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,9,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,10,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,11,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,12,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,13,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,14,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,15,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,16,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,17,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,18,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,19,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,20,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,21,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,22,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,23,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,dense_inserted,24,2,1;2,1,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,0,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,1,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,2,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,3,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,4,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,5,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,6,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,7,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,8,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,9,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,10,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,11,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,12,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,13,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,14,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,15,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,16,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,17,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,18,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,19,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,20,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,21,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,22,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,23,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,sparse_inserted,24,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,1,graph_inserted,0,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,1,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,2,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,3,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,4,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,5,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,6,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,7,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,8,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,9,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,10,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,11,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,12,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,13,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,14,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,15,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,16,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,17,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,18,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,19,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,20,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,21,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,22,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,23,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,graph_inserted,24,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,1,cache_inserted,0,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,1,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,2,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,3,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,4,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,5,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,6,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,7,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,8,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,9,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,10,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,11,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,12,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,13,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,14,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,15,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,16,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,17,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,18,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,19,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,20,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,21,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,22,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,23,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,cache_inserted,24,2,1;2,1;2,1;2,1;2,1,1,1
kubernetes,eager,1,old_gc,0,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,1,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,2,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,3,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,4,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,5,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,6,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,7,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,8,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,9,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,10,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,11,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,12,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,13,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,14,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,15,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,16,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,17,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,18,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,19,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,20,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,21,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,22,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,23,2,2,2,2,2,0,0,0
kubernetes,eager,1,old_gc,24,2,2,2,2,2,0,0,0
kubernetes,eager,2,initial,0,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,1,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,2,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,3,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,4,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,5,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,6,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,7,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,8,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,9,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,10,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,11,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,12,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,13,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,14,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,15,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,16,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,17,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,18,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,19,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,20,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,21,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,22,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,23,1,1,1,1,1,0,0,0
kubernetes,eager,2,initial,24,1,1,1,1,1,0,0,0
kubernetes,eager,2,manifest_published,0,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,1,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,2,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,3,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,4,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,5,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,6,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,7,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,8,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,9,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,10,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,11,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,12,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,13,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,14,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,15,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,16,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,17,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,18,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,19,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,20,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,21,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,22,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,23,2,1,1,1,1,1,1,1
kubernetes,eager,2,manifest_published,24,2,1,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,0,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,1,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,2,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,3,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,4,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,5,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,6,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,7,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,8,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,9,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,10,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,11,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,12,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,13,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,14,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,15,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,16,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,17,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,18,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,19,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,20,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,21,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,22,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,23,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,dense_inserted,24,2,1;2,1,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,0,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,1,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,2,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,3,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,4,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,5,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,6,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,7,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,8,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,9,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,10,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,11,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,12,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,13,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,14,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,15,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,16,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,17,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,18,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,19,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,20,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,21,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,22,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,23,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,sparse_inserted,24,2,1;2,1;2,1,1,1,1,1
kubernetes,eager,2,graph_inserted,0,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,2,graph_inserted,1,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,2,graph_inserted,2,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,2,graph_inserted,3,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,2,graph_inserted,4,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,2,graph_inserted,5,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,2,graph_inserted,6,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,2,graph_inserted,7,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,2,graph_inserted,8,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,2,graph_inserted,9,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,2,graph_inserted,10,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,2,graph_inserted,11,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,2,graph_inserted,12,2,1;2,1;2,1;2,1,1,1,1
kubernetes,eager,2,graph_inserted,13,2,1;2,1;2,1;2,1,1,1,1
