scoring,replicate,mean_ndcg_at_10
strict,189,0.02668328989434329
strict,190,0.031344518821233895
strict,191,0.023407253300780403
strict,192,0.039627761873701824
strict,193,0.029668335216245848
strict,194,0.040322304143355955
strict,195,0.038655427005670165
strict,196,0.036672709483899384
strict,197,0.0419146471299151
strict,198,0.026681448903506187
strict,199,0.041251333392816954
strict,200,0.04018214969927382
strict,201,0.04487218661187313
strict,202,0.03093661171560929
strict,203,0.03476506179057443
strict,204,0.035136164191586904
strict,205,0.030192188389097405
strict,206,0.041046355230011676
strict,207,0.0274823911550939
strict,208,0.025064968016996696
strict,209,0.044092366461974494
strict,210,0.0323863995317471
strict,211,0.04032592214702723
strict,212,0.02715356296272956
strict,213,0.035246698972528696
strict,214,0.0324414302098367
strict,215,0.031691453725532476
strict,216,0.03144876070235201
strict,217,0.04977754403790472
strict,218,0.03921939892539544
strict,219,0.03246576662909236
strict,220,0.04281904927161077
strict,221,0.023343210779734305
strict,222,0.04441029989320977
strict,223,0.03857222895282079
strict,224,0.030578120281624786
strict,225,0.032609789366701364
strict,226,0.02623968864996388
strict,227,0.031754237270182804
strict,228,0.03748426376427191
strict,229,0.04069689511773996
strict,230,0.032713710771940505
strict,231,0.024732708398138934
strict,232,0.0324872539055897
strict,233,0.03718047730481121
strict,234,0.022252552946402084
strict,235,0.027109177456897244
strict,236,0.040087924256857255
strict,237,0.030707236729082148
strict,238,0.028771869739967867
strict,239,0.03169859951945178
strict,240,0.03772059507905302
strict,241,0.03096444154747888
strict,242,0.020213547647397873
strict,243,0.02723761073437973
strict,244,0.033254426978561166
strict,245,0.046251137750202224
strict,246,0.031820604466426546
strict,247,0.02406919449086044
strict,248,0.024069497024227626
strict,249,0.028558086919222354
strict,250,0.0342656463159508
strict,251,0.03550858352290221
strict,252,0.040914728442073826
strict,253,0.02752764815527183
strict,254,0.031723443281693665
strict,255,0.03425122734138551
strict,256,0.02161132807626884
strict,257,0.026232662389997805
strict,258,0.03995145847939965
strict,259,0.015118907832228882
strict,260,0.0471788284356426
strict,261,0.03536682939150934
strict,262,0.032752345479450815
strict,263,0.03493763737908631
strict,264,0.036639925530743224
strict,265,0.03454036518156367
strict,266,0.024892187431865293
strict,267,0.03294014592535619
strict,268,0.028122220578256245
strict,269,0.026882902645239102
strict,270,0.03252813927680435
strict,271,0.043267864955702076
strict,272,0.0296220118418385
strict,273,0.023025091223646876
strict,274,0.03316493943274051
strict,275,0.039468503896638425
strict,276,0.030028334989120983
strict,277,0.035024848768989474
strict,278,0.03200613494612225
strict,279,0.04032093011843871
strict,280,0.032957563260247194
strict,281,0.042850844192577696
strict,282,0.025603770491549938
strict,283,0.033002432695129626
strict,284,0.03600563370057228
strict,285,0.037045723733535145
strict,286,0.030343517984002703
strict,287,0.028156544782888926
strict,288,0.04219593059942847
strict,289,0.029038676843404113
strict,290,0.03627265479420683
strict,291,0.03537229977950163
strict,292,0.03297383381534661
strict,293,0.035449867740975284
strict,294,0.03171896908190741
strict,295,0.03632400210988744
strict,296,0.05091168950750228
strict,297,0.044102627725718345
strict,298,0.034788514321031326
strict,299,0.031064745484617764
strict,300,0.03194520538054646
strict,301,0.0415803556461797
strict,302,0.0327325412385521
strict,303,0.04041134885976437
strict,304,0.03955307167597381
strict,305,0.029153687334527365
strict,306,0.04287394488780366
strict,307,0.032706256258221295
strict,308,0.031882556525669334
strict,309,0.0371402023252877
strict,310,0.038198861120887016
strict,311,0.04574340446741666
strict,312,0.03384372688045988
strict,313,0.03319328792990881
strict,314,0.04174502303332379
strict,315,0.028879710825113383
strict,316,0.030898648249018917
strict,317,0.04176495634975952
strict,318,0.0349127863963231
strict,319,0.05034942202479364
strict,320,0.038281991269955996
strict,321,0.020466473499383325
strict,322,0.03413245982408401
strict,323,0.02603008873375253
strict,324,0.039112628585034094
strict,325,0.030414109069541465
strict,326,0.03460628901282415
strict,327,0.04056402330900397
strict,328,0.03153107338850348
strict,329,0.044070750831559584
strict,330,0.03600416779733217
strict,331,0.02724838144002247
strict,332,0.020394871652302415
strict,333,0.02943307528473093
strict,334,0.03293124828491094
strict,335,0.030806131542050242
strict,336,0.021420429571767704
strict,337,0.030005252733846518
strict,338,0.03853344183943311
strict,339,0.034525736646622424
strict,340,0.03547143441809698
strict,341,0.05158390900622875
strict,342,0.04163197086652023
strict,343,0.03151705310342386
strict,344,0.03354704512823916
strict,345,0.030195011832006468
strict,346,0.03631198143481379
strict,347,0.030735722038242826
strict,348,0.03963445016003973
strict,349,0.029903365767621065
strict,350,0.031624020155059315
strict,351,0.02767285059304303
strict,352,0.03690117029574084
strict,353,0.03194275244548805
strict,354,0.021095421010518464
strict,355,0.04753105763657169
strict,356,0.028849641022039556
strict,357,0.03249462283225182
strict,358,0.028658924634840786
strict,359,0.027789847388776136
strict,360,0.03250089764580883
strict,361,0.033284873862066494
strict,362,0.03094807346319489
strict,363,0.035867326932277566
strict,364,0.03379610867412353
strict,365,0.045655021228683645
strict,366,0.04081980225321339
strict,367,0.03076509670857865
strict,368,0.03942488252254981
strict,369,0.029372569618586787
strict,370,0.03299677879518117
strict,371,0.03471645093818359
strict,372,0.03228948381043061
strict,373,0.02320381618960025
strict,374,0.032062883295206686
strict,375,0.036490541781214
strict,376,0.04933785549917484
strict,377,0.03534692103927883
strict,378,0.038730466487264935
strict,379,0.03734163318770347
strict,380,0.0355653831285536
strict,381,0.03045292153331319
strict,382,0.031860528250171126
strict,383,0.027725454536702134
strict,384,0.0427963085667763
strict,385,0.03137113959630993
strict,386,0.028952046538686715
strict,387,0.028456860709052855
strict,388,0.030366520755407467
strict,389,0.032416217359430066
strict,390,0.037010143887022125
strict,391,0.03832416505291758
strict,392,0.025442871932034126
strict,393,0.02852145134478813
strict,394,0.03903294125649942
strict,395,0.04698912774679133
strict,396,0.034812104106292485
strict,397,0.03464673774105929
strict,398,0.033937451722529634
strict,399,0.03317359021511555
strict,400,0.032528419458862305
strict,401,0.03792870833338325
strict,402,0.024835980512519718
strict,403,0.046127852648515516
strict,404,0.04841557522907643
strict,405,0.023631765696851194
strict,406,0.03956036111876623
strict,407,0.033382070611451174
strict,408,0.03365364271710825
strict,409,0.030119210605187068
strict,410,0.021950489364987405
strict,411,0.039930770329066514
strict,412,0.04395426304371231
strict,413,0.032342982335388605
strict,414,0.02913411189882089
strict,415,0.02550963499723142
strict,416,0.03451373801241876
strict,417,0.027381229213808807
strict,418,0.032551581114761134
strict,419,0.02425537469215247
strict,420,0.05780343111416797
strict,421,0.025538897988221454
strict,422,0.03514109911772857
strict,423,0.036356078244970974
strict,424,0.024192385429263188
strict,425,0.03255778921302841
strict,426,0.04045010406658482
strict,427,0.029657650388541658
strict,428,0.018532348412884717
strict,429,0.035857164662544884
strict,430,0.03157992406652157
strict,431,0.03561785053902787
strict,432,0.0351157287460965
strict,433,0.04097936111977508
strict,434,0.033040575770183
strict,435,0.02782603766403372
strict,436,0.028561261557910358
strict,437,0.04004258639879147
strict,438,0.021920841234597376
strict,439,0.03013733828780135
strict,440,0.029495948798114933
strict,441,0.024143346510119703
strict,442,0.0351933195868873
strict,443,0.027392900687183166
strict,444,0.038883909075798036
strict,445,0.03517934690943934
strict,446,0.03714992314194931
strict,447,0.034512040400208964
strict,448,0.03341207604188543
strict,449,0.03069588373875225
strict,450,0.029737963985817076
strict,451,0.027656670542248317
strict,452,0.03319509418449731
strict,453,0.03176825683364299
strict,454,0.043061400862256856
strict,455,0.039904560450928814
strict,456,0.03319608839270001
strict,457,0.036053245615642875
strict,458,0.04226139180025378
strict,459,0.030205480933537598
strict,460,0.031127494200260366
strict,461,0.03175143699747236
strict,462,0.03306983984413408
strict,463,0.021055000696586557
strict,464,0.03360068591277057
strict,465,0.03232981185235511
strict,466,0.03862429985364441
strict,467,0.037418970584825975
strict,468,0.03995248310254455
strict,469,0.026416613640520607
strict,470,0.03633244789564297
strict,471,0.034551891177398035
strict,472,0.030032546400717498
strict,473,0.03750402343355399
strict,474,0.04813083664793563
strict,475,0.02987248253201768
strict,476,0.024970791236991887
strict,477,0.017594443336393668
strict,478,0.042116311526692346
strict,479,0.020406269935868384
strict,480,0.024080571082126932
strict,481,0.017663267624668508
strict,482,0.02714319075957199
strict,483,0.03516169300321977
strict,484,0.03331689129695988
strict,485,0.03413494518853187
strict,486,0.026338365329604208
strict,487,0.03277551361266383
strict,488,0.03797553432160757
strict,489,0.029364990966135915
strict,490,0.03313159424882257
strict,491,0.03332707098119643
strict,492,0.044114834733280296
strict,493,0.03188426096268598
strict,494,0.03162350014737411
strict,495,0.03520200947606569
strict,496,0.040893942438499885
strict,497,0.026643053092367548
strict,498,0.029864827029228744
strict,499,0.02448496991092006
strict,500,0.04303922400108015
strict,501,0.0384585219275425
strict,502,0.031180019381669217
strict,503,0.03195089203781925
strict,504,0.03682443065164996
strict,505,0.026556644114558946
strict,506,0.04624730650393353
strict,507,0.04331632595119936
strict,508,0.0369975255262276
strict,509,0.0335659655483029
strict,510,0.024355041922209678
strict,511,0.026406941693906883
strict,512,0.03752393705052476
strict,513,0.03674303950383711
strict,514,0.04182998898720943
strict,515,0.04098687130879126
strict,516,0.029068842615595922
strict,517,0.029064494670814574
strict,518,0.031298985709157505
strict,519,0.03494592355872834
strict,520,0.020011975314991912
strict,521,0.04759755299740951
strict,522,0.046115883269926015
strict,523,0.03480072321659474
strict,524,0.03624102646816145
strict,525,0.033684379017908155
strict,526,0.03612009700626192
strict,527,0.04078737740633058
strict,528,0.03296201560881038
strict,529,0.02467560689749447
strict,530,0.0357638831854584
strict,531,0.03187235370933595
strict,532,0.04600372002974378
strict,533,0.04111303735407579
strict,534,0.044314745080737926
strict,535,0.022615822570803523
strict,536,0.04783151741237398
strict,537,0.037767229875699346
strict,538,0.032521793179280535
strict,539,0.026010457519945993
strict,540,0.04053546080093471
strict,541,0.036135084830656125
strict,542,0.04235998700194477
strict,543,0.02427335944751307
strict,544,0.041323069614835395
strict,545,0.0275445578769308
strict,546,0.027426413124185905
strict,547,0.03939248068390048
strict,548,0.033881981138363
strict,549,0.037256843988700175
strict,550,0.03727729246877487
strict,551,0.04964319131863489
strict,552,0.036736370394492374
strict,553,0.042019474567626114
strict,554,0.02850152641757877
strict,555,0.030347667409478724
strict,556,0.023425342805846912
strict,557,0.03563700839338646
strict,558,0.03922434610510927
strict,559,0.032173888938982605
strict,560,0.03336455619118612
strict,561,0.017893166917312103
strict,562,0.03282440485474876
strict,563,0.027508089204813648
strict,564,0.03576808966024956
strict,565,0.040467491716909595
strict,566,0.03870470427254176
strict,567,0.039659551432658535
strict,568,0.030219477326799155
strict,569,0.04718302882680412
strict,570,0.03866365237313682
strict,571,0.024881211729603038
strict,572,0.029095983792041716
strict,573,0.03736397381049024
strict,574,0.020257866147059003
strict,575,0.03831857494492364
strict,576,0.04414723492105461
strict,577,0.04233661405816066
strict,578,0.031101168655862724
strict,579,0.028622921658380488
strict,580,0.03755657106354202
strict,581,0.046349188309182825
strict,582,0.0347310253383367
strict,583,0.028604668269404866
strict,584,0.023056858348049037
strict,585,0.05094703664407634
strict,586,0.0307743982967646
strict,587,0.03308548919474348
strict,588,0.0398661753322903
strict,589,0.04727763062803276
strict,590,0.041872916976705025
strict,591,0.04492988275420163
strict,592,0.034362980340775374
strict,593,0.029436093880092638
strict,594,0.020036168806993895
strict,595,0.03136442542531946
strict,596,0.023968375647009373
strict,597,0.03675590178105401
strict,598,0.034115378386741335
strict,599,0.025486512177890105
strict,600,0.03575448074903816
strict,601,0.03349664875802616
strict,602,0.02840907815340915
strict,603,0.027438979714430163
strict,604,0.043894601282985134
strict,605,0.03676902667996997
strict,606,0.026856115051091322
strict,607,0.025747278220888792
strict,608,0.03245935528235054
strict,609,0.03931890172289998
strict,610,0.034387817895948886
strict,611,0.03629002326661915
strict,612,0.025897095399180874
strict,613,0.03128815756051508
strict,614,0.036447899839837296
strict,615,0.03040861551135057
strict,616,0.024355647807833433
strict,617,0.03476634457554292
strict,618,0.028450551725497868
strict,619,0.034832433291681765
strict,620,0.03475708936480762
strict,621,0.03737485382089256
strict,622,0.031208123416800165
strict,623,0.04157786244838869
strict,624,0.034916378700145086
strict,625,0.03413848379157878
strict,626,0.03094359926340864
strict,627,0.03238627399836164
strict,628,0.0382403290205263
strict,629,0.03991752291244963
strict,630,0.023664890360922307
strict,631,0.04370680903698264
strict,632,0.02947952419252374
strict,633,0.033525345993446226
strict,634,0.025460659542107564
strict,635,0.03799714586122736
strict,636,0.029293019216921484
strict,637,0.027638899089488286
strict,638,0.02774456512276199
strict,639,0.030101251632921065
strict,640,0.031141291352597168
strict,641,0.020554225152643314
strict,642,0.027675462109692697
strict,643,0.041220207945067255
strict,644,0.03314268738612537
strict,645,0.03497702992707455
strict,646,0.03907256517632855
strict,647,0.043008996159522514
strict,648,0.02573337917076338
strict,649,0.030531390822172752
strict,650,0.024753658862757336
strict,651,0.02565826520471397
strict,652,0.04193894370672337
strict,653,0.029755245002037398
strict,654,0.026946255789241955
strict,655,0.025060898075390366
strict,656,0.025821865764548507
strict,657,0.03599891807231831
strict,658,0.03353214511311969
strict,659,0.04224228962173293
strict,660,0.03334770845564765
strict,661,0.02902211331810903
strict,662,0.045884900927940446
strict,663,0.036109142067043576
strict,664,0.04207043823927202
strict,665,0.04627539049103791
strict,666,0.041923778285164075
strict,667,0.028598886843236436
strict,668,0.02577079882109583
strict,669,0.032415232564707935
strict,670,0.030448968083467216
strict,671,0.04064109821226907
strict,672,0.03482172465540486
strict,673,0.03707333721039734
strict,674,0.033503334494077774
strict,675,0.03507048223078256
strict,676,0.02218824742953014
strict,677,0.036328397385458296
strict,678,0.03440186735161144
strict,679,0.035937693858548
strict,680,0.04641931086546007
strict,681,0.03695623199536141
strict,682,0.03116532450284159
strict,683,0.03081841919986392
strict,684,0.04230390485970496
strict,685,0.03533127096704999
strict,686,0.02819682816995145
strict,687,0.029983001408850816
strict,688,0.03162775191540135
strict,689,0.03460016386916022
strict,690,0.023354856941025105
strict,691,0.03473937422571867
strict,692,0.030678506967928083
strict,693,0.034283645665283136
strict,694,0.02728096212563699
strict,695,0.03962602031088893
strict,696,0.027251826169588992
strict,697,0.04506349046737858
strict,698,0.036976042978899504
strict,699,0.02508547432027328
strict,700,0.03960340249188367
strict,701,0.034931976466252644
strict,702,0.025931611502673094
strict,703,0.02507116334668401
strict,704,0.04103197145750304
strict,705,0.032022295871266135
strict,706,0.02591156743614713
strict,707,0.03985448005034323
strict,708,0.037251504844006
strict,709,0.03167397368290154
strict,710,0.03393271600481666
strict,711,0.03621520372458127
strict,712,0.02491069713171646
strict,713,0.030580211769953614
strict,714,0.029142863566483653
strict,715,0.034195016414490145
strict,716,0.02798215381794668
strict,717,0.02817980553006886
strict,718,0.03251047929575398
strict,719,0.026812757103566544
strict,720,0.04461031635364194
strict,721,0.028414018597495826
strict,722,0.028270921055007513
strict,723,0.03557609184807584
strict,724,0.02869335958956369
strict,725,0.0316365334959021
strict,726,0.044784504863442744
strict,727,0.04285273853561936
strict,728,0.04149695450705443
strict,729,0.03412892122103711
strict,730,0.03787054045850937
strict,731,0.03998871579281702
strict,732,0.03414563649355024
strict,733,0.028070074819929073
strict,734,0.032163771531748014
strict,735,0.035498203119841754
strict,736,0.02773877614689221
strict,737,0.03112764615511454
strict,738,0.038166809495360006
strict,739,0.03278409120243496
strict,740,0.03128045074347013
strict,741,0.022154895625166413
strict,742,0.02757816198462027
strict,743,0.0345235766948589
strict,744,0.03603079496647708
strict,745,0.028122402425312783
strict,746,0.031074547880786674
strict,747,0.03520249531375291
strict,748,0.033520077479910336
strict,749,0.030293735282782015
strict,750,0.01988096871904317
strict,751,0.03776950846481103
strict,752,0.03855093838759755
strict,753,0.03426238297879212
strict,754,0.019414326525711217
strict,755,0.037573811816116735
strict,756,0.037611089913213665
strict,757,0.02690707296704247
strict,758,0.033561312134991736
strict,759,0.02650470146157474
strict,760,0.02755603282383435
strict,761,0.033346387493131374
strict,762,0.03937000285698627
strict,763,0.02832539335425263
strict,764,0.031916527786378115
strict,765,0.028882230069755634
strict,766,0.019417927114878622
strict,767,0.03624977560617355
strict,768,0.03538217756874511
strict,769,0.018848823419163323
strict,770,0.041062621880364386
strict,771,0.03566338911591756
strict,772,0.0340131888871487
strict,773,0.03010656095753637
strict,774,0.03797620649178308
strict,775,0.04377340557398965
strict,776,0.044198055665446816
strict,777,0.02549033756469996
strict,778,0.031180308077344347
strict,779,0.03373582780562183
strict,780,0.027882011151820908
strict,781,0.027232077520741912
strict,782,0.027274022336546116
strict,783,0.03779822394463829
strict,784,0.040325727614636056
strict,785,0.028721002109563448
strict,786,0.03537466098566007
strict,787,0.021902541468171093
strict,788,0.03345555121681463
strict,789,0.043924300810876525
strict,790,0.03144575742585656
strict,791,0.04621644799955635
strict,792,0.02796178898466029
strict,793,0.023005245676426245
strict,794,0.03429777312691624
strict,795,0.04103163956750452
strict,796,0.03945556684516332
strict,797,0.044274820575373915
strict,798,0.0224049016920759
strict,799,0.03651837661249865
strict,800,0.04227046717740268
strict,801,0.04074208722801994
strict,802,0.03940926559379343
strict,803,0.03278670763525435
strict,804,0.037766493540520404
strict,805,0.02854389527195018
strict,806,0.031040367759040188
strict,807,0.026974062741794397
strict,808,0.03357588014107599
strict,809,0.030976884082236807
strict,810,0.031894752943534256
strict,811,0.0160558148086017
strict,812,0.043722904139094375
strict,813,0.027822036907481522
strict,814,0.030773190369299663
strict,815,0.027847021688339975
strict,816,0.027491744721466253
strict,817,0.03469587307368214
strict,818,0.044497801235978525
strict,819,0.036187292416007474
strict,820,0.03056403801042467
strict,821,0.03159268938275521
strict,822,0.026290965526841435
strict,823,0.03496937179075398
strict,824,0.03484373469750982
strict,825,0.03703094579402602
strict,826,0.03077513253630594
strict,827,0.032858309502970896
strict,828,0.03727191287489086
strict,829,0.02733244899205993
strict,830,0.02328253829451842
strict,831,0.038240973083697845
strict,832,0.036828151927128
strict,833,0.02968137691462379
strict,834,0.03624766524607736
strict,835,0.026029737537973583
strict,836,0.022680179136606297
strict,837,0.03476314112886714
strict,838,0.027729035820089124
strict,839,0.0415143526322252
strict,840,0.030469043204020222
strict,841,0.03520083616997235
strict,842,0.03793054531667056
strict,843,0.02881618685448899
strict,844,0.03517503554942962
strict,845,0.036961016477044105
strict,846,0.03552808615968931
strict,847,0.026161208900323613
strict,848,0.02807289226245382
strict,849,0.02418213728159195
strict,850,0.02902523577202286
strict,851,0.03849484985128889
strict,852,0.04043765125459904
strict,853,0.036771336571872384
strict,854,0.03957573007968154
strict,855,0.026323338557502986
strict,856,0.04301120103147319
strict,857,0.03747762979877057
strict,858,0.02951511644632406
strict,859,0.030752570309352318
strict,860,0.029852787482387726
strict,861,0.031913434005577966
strict,862,0.03831293883252797
strict,863,0.0419917981478742
strict,864,0.028582200927354647
strict,865,0.03293715313372473
strict,866,0.03788448179529032
strict,867,0.021286661703833695
strict,868,0.036462103616237446
strict,869,0.02712907859616951
strict,870,0.024244909889052604
strict,871,0.03359074605416127
strict,872,0.041860806914429845
strict,873,0.032647739717219126
strict,874,0.037641018246297286
strict,875,0.027272382064532905
strict,876,0.039529561374582335
strict,877,0.04571487550833183
strict,878,0.03989378828802258
strict,879,0.039464054652249184
strict,880,0.03638705983621142
strict,881,0.03550215930477733
strict,882,0.035247062853642264
strict,883,0.027508551441564274
strict,884,0.03412918053849319
strict,885,0.025240588530285452
strict,886,0.0400721765506108
strict,887,0.019403457464431426
strict,888,0.038950173431925056
strict,889,0.029774155590892797
strict,890,0.02592181319729931
strict,891,0.03676756706799563
strict,892,0.04083729731679589
strict,893,0.044399510315799674
strict,894,0.02458854819808954
strict,895,0.04229119455722743
strict,896,0.038078490148930534
strict,897,0.036108095202955624
strict,898,0.02697345903505358
strict,899,0.036528750538244906
strict,900,0.017706827012636633
strict,901,0.028348735693774
strict,902,0.025515066486056493
strict,903,0.04165197036142955
strict,904,0.03621448918450489
strict,905,0.04825389012389799
strict,906,0.026638806032873913
strict,907,0.03361207226728161
strict,908,0.026178677678386955
strict,909,0.040251756172170326
strict,910,0.04342234083760184
strict,911,0.04241953938659988
strict,912,0.03838367778212577
strict,913,0.02374384774834691
strict,914,0.029848011470853735
strict,915,0.033384367444970045
strict,916,0.03317768094040143
strict,917,0.03509858059346409
strict,918,0.029163040179280276
strict,919,0.03744885937074657
strict,920,0.02801672590717509
strict,921,0.025716764331212276
strict,922,0.03313545392906912
strict,923,0.031522314314270966
strict,924,0.02382979448940488
strict,925,0.04932554066361277
strict,926,0.028114843800261767
strict,927,0.06256882181094683
strict,928,0.04648929598212975
strict,929,0.031736620486730906
strict,930,0.043590623144128454
strict,931,0.038448880143727375
strict,932,0.029388785955652728
strict,933,0.030863295750434637
strict,934,0.04508519587720368
strict,935,0.0334849662642168
strict,936,0.031269395557338174
strict,937,0.04153734124916907
strict,938,0.03413384024307012
strict,939,0.03219436134250703
strict,940,0.031519362725080456
strict,941,0.037049305016922135
strict,942,0.0335400601986899
strict,943,0.04018216283598206
strict,944,0.029408841228662108
strict,945,0.035637197207643884
strict,946,0.04542839711252312
strict,947,0.03913156014456954
strict,948,0.04216893028381976
strict,949,0.03599005135613407
strict,950,0.028358100294872044
strict,951,0.03478114420735153
strict,952,0.03460348497725347
strict,953,0.026538755328316337
strict,954,0.03673300137283608
strict,955,0.029687651728180792
strict,956,0.03290580147493799
strict,957,0.03418001367733857
strict,958,0.03499116627335221
strict,959,0.03885768608158773
strict,960,0.04244561297624232
strict,961,0.02303409949306663
strict,962,0.03543200704110101
strict,963,0.04075142826030722
strict,964,0.03330351748220649
strict,965,0.02037350485447959
strict,966,0.042665379542785056
strict,967,0.036896218458170246
strict,968,0.028397509043221646
strict,969,0.044291786693949294
strict,970,0.03562450171139695
strict,971,0.03239158143170038
strict,972,0.03510263303732123
strict,973,0.01656649604115627
strict,974,0.031151180162275652
strict,975,0.033343497044051124
strict,976,0.02221338899596996
strict,977,0.04063852327277208
strict,978,0.033766945194403035
strict,979,0.026574541100704435
strict,980,0.02574611667087451
strict,981,0.037103285722785276
strict,982,0.0331479756568153
strict,983,0.026689016593211115
strict,984,0.0304866330242402
strict,985,0.03727999239301375
strict,986,0.044579414794914764
strict,987,0.04066927743283845
strict,988,0.026732172749524837
strict,989,0.034032077332331
strict,990,0.031899448097180386
strict,991,0.025402247750811312
strict,992,0.026240583231262767
strict,993,0.03576545738055598
strict,994,0.041259755369999755
strict,995,0.0365495359600005
strict,996,0.029264080243961977
